SM;SIFRA_M;KONTO;CENA;KOLICINA;VREDNOST;POCST_K;POCST_V;ULAZK;ULAZ_V;IZLAZK;IZLAZ_V;STANJE_K;STANJE_V;ST_MAG
52;311101778;101000;730.98;1;730.98;1;730.98;0;0;0;0;1;730.98;0
52;311101782;101000;84.24;20;1684.71;20;1684.71;0;0;0;0;20;1684.71;0
52;311101783;101000;12.86;5;64.3;5;64.3;0;0;0;0;5;64.3;0
52;311101785;101000;401.75;1;401.75;1;401.75;0;0;0;0;1;401.75;0
52;311101799;101000;268.34;1;268.34;1;268.34;0;0;0;0;1;268.34;0
52;311101801;101000;72.56;2;145.11;2;145.11;0;0;0;0;2;145.11;0
52;311101806;101000;71.73;45;3227.91;45;3227.91;0;0;0;0;45;3227.91;0
52;311101807;101000;1545;1;1545;1;1545;0;0;0;0;1;1545;0
52;311101808;101000;125;20;2500;20;2500;0;0;0;0;20;2500;0
52;311101815;101000;115.88;6;695.27;6;695.27;0;0;0;0;6;695.27;0
52;311101816;101000;66.85;385;25736.51;385;25736.51;0;0;0;0;385;25736.51;0
52;311101817;101010;133.63;1244;166231.52;1244;166231.52;0;0;0;0;1244;166231.52;0
52;311101819;101000;749.1;7;5243.72;7;5243.72;0;0;0;0;7;5243.72;0
52;311101822;101000;46;24;1104;24;1104;0;0;0;0;24;1104;0
52;311101828;101000;94.46;2;188.92;2;188.92;0;0;0;0;2;188.92;0
52;311101829;101000;0;0;0;6;1194;0;0;6;1194;0;0;0
52;311101832;101000;149.5;6;897;6;897;0;0;0;0;6;897;0
52;311101834;101000;22;2;44;2;44;0;0;0;0;2;44;0
52;311101835;101000;86.59;9;779.34;9;779.34;0;0;0;0;9;779.34;0
52;311101836;101000;66;1;66;1;66;0;0;0;0;1;66;0
52;311101844;101000;1204.59;9;10841.27;9;10841.27;0;0;0;0;9;10841.27;0
52;311101845;101000;581.37;1;581.37;1;581.37;0;0;0;0;1;581.37;0
52;311101851;101000;3376.23;1;3376.23;1;3376.23;0;0;0;0;1;3376.23;0
52;311101852;101000;67.8;27;1830.68;27;1830.68;0;0;0;0;27;1830.68;0
52;311101856;101010;116.27;33;3836.96;33;3836.96;0;0;0;0;33;3836.96;0
52;311101859;101000;0;0;0;2;156.46;0;0;2;156.46;0;0;0
52;311101863;101000;43.75;5;218.76;5;218.76;0;0;0;0;5;218.76;0
52;311101867;101000;1959;1;1959;1;1959;0;0;0;0;1;1959;0
52;311101869;101000;195.8;1;195.8;1;195.8;0;0;0;0;1;195.8;0
52;311101870;101000;116.46;592;68943.43;592;68943.43;0;0;0;0;592;68943.43;0
52;311101871;101000;4250;1;4250;1;4250;0;0;0;0;1;4250;0
52;311101875;101000;75.77;17;1288.08;17;1288.08;0;0;0;0;17;1288.08;0
52;311101877;101000;225.68;1;225.68;1;225.68;0;0;0;0;1;225.68;0
52;311101881;101000;117.78;16;1884.52;16;1884.52;0;0;0;0;16;1884.52;0
52;311101883;101000;32.09;3;96.26;11;352.94;0;0;8;256.68;3;96.26;0
52;311101884;101000;102.65;15;1539.73;15;1539.73;0;0;0;0;15;1539.73;0
52;311101885;101000;46.39;25;1159.68;25;1159.68;0;0;0;0;25;1159.68;0
52;311101888;101000;255;1;255;1;255;0;0;0;0;1;255;0
52;311101893;101000;113.93;1;113.93;1;113.93;0;0;0;0;1;113.93;0
52;311101894;101000;459.39;10;4593.87;10;4593.87;0;0;0;0;10;4593.87;0
52;311101899;101000;5.5;100;550;100;550;0;0;0;0;100;550;0
52;311101901;101000;148.21;5;741.06;5;741.06;0;0;0;0;5;741.06;0
52;311101907;101000;143.37;2;286.74;2;286.74;0;0;0;0;2;286.74;0
52;311101909;101000;9.53;30;286;30;286;0;0;0;0;30;286;0
52;311101911;101000;17.16;30;514.9;30;514.9;0;0;0;0;30;514.9;0
52;311101913;101000;87.27;7;610.91;7;610.91;0;0;0;0;7;610.91;0
52;311101915;101000;187;1;187;1;187;0;0;0;0;1;187;0
52;311101916;101000;753.12;4;3012.48;4;3012.48;0;0;0;0;4;3012.48;0
52;311101919;101000;19.61;741;14531.01;855;16766.55;0;0;114;2235.54;741;14531.01;0
52;311101920;101000;489.27;48;23485.02;48;23485.02;0;0;0;0;48;23485.02;0
52;311101922;101000;95.04;3;285.12;3;285.12;0;0;0;0;3;285.12;0
52;311101924;101000;40.98;1;40.98;1;40.98;0;0;0;0;1;40.98;0
52;311101925;101000;50.63;1;50.63;1;50.63;0;0;0;0;1;50.63;0
52;311101927;101000;43.52;3;130.56;3;130.56;0;0;0;0;3;130.56;0
52;311101932;101000;1299.9;5;6499.52;5;6499.52;0;0;0;0;5;6499.52;0
52;311101933;101000;5005.7;1;5005.7;1;5005.7;0;0;0;0;1;5005.7;0
52;311101935;101000;2973;1;2973;1;2973;0;0;0;0;1;2973;0
52;311101936;101000;0;0;0;2;33.66;0;0;2;33.66;0;0;0
52;311101937;101000;222.44;15;3336.55;15;3336.55;0;0;0;0;15;3336.55;0
52;311101941;101000;352;2;704;2;704;0;0;0;0;2;704;0
52;311101942;101000;510;3;1530;3;1530;0;0;0;0;3;1530;0
52;311101948;101000;23.28;36;838.08;36;838.08;0;0;0;0;36;838.08;0
52;311101949;101000;610.1;3;1830.31;3;1830.31;0;0;0;0;3;1830.31;0
52;311101952;101000;270.72;3;812.15;3;812.15;0;0;0;0;3;812.15;0
52;311101953;101000;99.5;5;497.5;5;497.5;0;0;0;0;5;497.5;0
52;311101954;101000;136.28;1;136.28;1;136.28;0;0;0;0;1;136.28;0
52;311101956;101000;124.8;16;1996.8;16;1996.8;0;0;0;0;16;1996.8;0
52;311101957;101000;384;8;3072;8;3072;0;0;0;0;8;3072;0
52;311101961;101000;1013.97;1;1013.97;1;1013.97;0;0;0;0;1;1013.97;0
52;311101967;101000;1453.4;1;1453.4;1;1453.4;0;0;0;0;1;1453.4;0
52;311101970;101000;105.76;109;11527.34;109;11527.34;0;0;0;0;109;11527.34;0
52;311101975;101000;2858.89;6;17153.34;6;17153.34;0;0;0;0;6;17153.34;0
52;311101976;101000;4289.16;4;17156.64;4;17156.64;0;0;0;0;4;17156.64;0
52;311101985;101000;36.09;1;36.09;1;36.09;0;0;0;0;1;36.09;0
52;311101987;101000;75.84;2;151.68;2;151.68;0;0;0;0;2;151.68;0
52;311101988;101000;2894.9;1;2894.9;1;2894.9;0;0;0;0;1;2894.9;0
52;311101991;101000;209.81;8;1678.46;8;1678.46;0;0;0;0;8;1678.46;0
52;311101995;101000;38.46;4;153.83;4;153.83;0;0;0;0;4;153.83;0
52;311101996;101000;625;1;625;1;625;0;0;0;0;1;625;0
52;311101999;101000;43.08;3;129.24;3;129.24;0;0;0;0;3;129.24;0
52;311102003;101000;13.41;1;13.41;1;13.41;0;0;0;0;1;13.41;0
52;311102014;101000;46.53;88;4094.89;96;4467.15;0;0;8;372.26;88;4094.89;0
52;311102015;101000;69.35;33;2288.42;37;2565.81;0;0;4;277.39;33;2288.42;0
52;311102020;101000;50.94;1;50.94;1;50.94;0;0;0;0;1;50.94;0
52;311102024;101000;2582.5;3;7747.5;3;7747.5;0;0;0;0;3;7747.5;0
52;311102025;101000;79.5;15;1192.5;15;1192.5;0;0;0;0;15;1192.5;0
52;311102026;101000;11.32;10;113.21;12;135.85;0;0;2;22.64;10;113.21;0
52;311102032;101000;352.68;1;352.68;1;352.68;0;0;0;0;1;352.68;0
52;311102038;101000;99.4;32;3180.8;32;3180.8;0;0;0;0;32;3180.8;0
52;311102039;101000;48.07;9;432.65;9;432.65;0;0;0;0;9;432.65;0
52;311102040;101000;336;3;1008;3;1008;0;0;0;0;3;1008;0
52;311102049;101000;24.99;1;24.99;1;24.99;0;0;0;0;1;24.99;0
52;311102056;101000;94.84;2;189.68;2;189.68;0;0;0;0;2;189.68;0
52;311102057;101000;45.73;6;274.4;6;274.4;0;0;0;0;6;274.4;0
52;311102060;101000;175.33;181;31734.18;181;31734.18;0;0;0;0;181;31734.18;0
52;311102063;101000;248.39;5;1241.95;5;1241.95;0;0;0;0;5;1241.95;0
52;311102065;101000;279.89;32;8956.32;32;8956.32;0;0;0;0;32;8956.32;0
52;311102070;101000;64.83;2;129.66;2;129.66;0;0;0;0;2;129.66;0
52;311102072;101000;82.71;20;1654.14;22;1819.55;0;0;2;165.41;20;1654.14;0
52;311102075;101000;109.87;3;329.6;3;329.6;0;0;0;0;3;329.6;0
52;311102079;101010;15.79;3;47.37;3;47.37;0;0;0;0;3;47.37;0
52;311102089;101000;183.84;13;2389.93;13;2389.93;0;0;0;0;13;2389.93;0
52;311102090;101000;73.65;7;515.52;7;515.52;0;0;0;0;7;515.52;0
52;311102091;101000;136.24;2;272.48;2;272.48;0;0;0;0;2;272.48;0
52;311102092;101000;168.42;8;1347.35;8;1347.35;0;0;0;0;8;1347.35;0
52;311102096;101000;64.06;32;2049.78;32;2049.78;0;0;0;0;32;2049.78;0
52;311102099;101000;280;2;560;2;560;0;0;0;0;2;560;0
52;311102100;101000;190.42;17;3237.07;17;3237.07;0;0;0;0;17;3237.07;0
52;311102108;101000;55.46;3;166.38;3;166.38;0;0;0;0;3;166.38;0
52;311102109;101000;154.9;6;929.39;6;929.39;0;0;0;0;6;929.39;0
52;311102112;101000;223.56;33;7377.47;33;7377.47;0;0;0;0;33;7377.47;0
52;311102113;101000;245;1;245;1;245;0;0;0;0;1;245;0
52;311102114;101000;654.35;4;2617.4;4;2617.4;0;0;0;0;4;2617.4;0
52;311102116;101000;252.27;4;1009.06;8;2018.12;0;0;4;1009.06;4;1009.06;0
52;311102117;101000;327.07;4;1308.27;4;1308.27;0;0;0;0;4;1308.27;0
52;311102118;101000;564.34;12;6772.05;12;6772.05;0;0;0;0;12;6772.05;0
52;311102119;101000;634.72;3;1904.16;3;1904.16;0;0;0;0;3;1904.16;0
52;311102121;101000;372.53;18;6705.54;18;6705.54;0;0;0;0;18;6705.54;0
52;311102123;101000;654.89;20;13097.72;20;13097.72;0;0;0;0;20;13097.72;0
52;311102124;101000;4.68;1;4.68;1;4.68;0;0;0;0;1;4.68;0
52;311102125;101000;378.42;2;756.84;2;756.84;0;0;0;0;2;756.84;0
52;311102130;101000;1495.71;5;7478.57;5;7478.57;0;0;0;0;5;7478.57;0
52;311102131;101000;32.96;2;65.92;2;65.92;0;0;0;0;2;65.92;0
52;311102135;101000;659.66;1;659.66;1;659.66;0;0;0;0;1;659.66;0
52;311102136;101000;681.03;3;2043.1;3;2043.1;0;0;0;0;3;2043.1;0
52;311102137;101000;0;0;0;2;701.55;0;0;2;701.55;0;0;0
52;311102146;101000;71.73;5;358.65;5;358.65;0;0;0;0;5;358.65;0
52;311102151;101000;49.16;2;98.31;2;98.31;0;0;0;0;2;98.31;0
52;311102155;101000;90.77;12;1089.18;12;1089.18;0;0;0;0;12;1089.18;0
52;311102164;101000;115;2;230;2;230;0;0;0;0;2;230;0
52;311102166;101000;102.32;2;204.63;2;204.63;0;0;0;0;2;204.63;0
52;311102187;101000;62.28;2;124.56;2;124.56;0;0;0;0;2;124.56;0
52;311102190;101000;134.11;1;134.11;1;134.11;0;0;0;0;1;134.11;0
52;311102191;101000;142.2;1;142.2;1;142.2;0;0;0;0;1;142.2;0
52;311102194;101000;60.28;5;301.38;5;301.38;0;0;0;0;5;301.38;0
52;311102196;101000;2.62;10;26.23;10;26.23;0;0;0;0;10;26.23;0
52;311102197;101000;172.38;1;172.38;1;172.38;0;0;0;0;1;172.38;0
52;311102198;101000;1568.64;1;1568.64;1;1568.64;0;0;0;0;1;1568.64;0
52;311102200;101000;48.8;23;1122.32;23;1122.32;0;0;0;0;23;1122.32;0
52;311102201;101000;197.9;4;791.6;4;791.6;0;0;0;0;4;791.6;0
52;311102215;101000;17.99;3;53.96;3;53.96;0;0;0;0;3;53.96;0
52;311102217;101000;19.11;1;19.11;1;19.11;0;0;0;0;1;19.11;0
52;311102222;101000;2.89;1;2.89;1;2.89;0;0;0;0;1;2.89;0
52;311102225;101000;259.46;15;3891.9;15;3891.9;0;0;0;0;15;3891.9;0
52;311102226;101000;348.7;4;1394.8;4;1394.8;0;0;0;0;4;1394.8;0
52;311102227;101000;170.09;291;49494.77;291;49494.77;0;0;0;0;291;49494.77;0
52;311102228;101000;456.91;2;913.82;2;913.82;0;0;0;0;2;913.82;0
52;311102231;101000;100.22;41;4109;41;4109;0;0;0;0;41;4109;0
52;311102235;101000;184.97;9;1664.74;9;1664.74;0;0;0;0;9;1664.74;0
52;311102249;101000;301;1;301;1;301;0;0;0;0;1;301;0
52;311102250;101000;30.2;1;30.2;1;30.2;0;0;0;0;1;30.2;0
52;311102254;101000;753;2;1506;2;1506;0;0;0;0;2;1506;0
52;311102255;101000;766.24;2;1532.47;2;1532.47;0;0;0;0;2;1532.47;0
52;311102256;101000;319.5;23;7348.5;23;7348.5;0;0;0;0;23;7348.5;0
52;311102257;101000;839.33;1;839.33;1;839.33;0;0;0;0;1;839.33;0
52;311102260;101000;62.48;1;62.48;1;62.48;0;0;0;0;1;62.48;0
52;311102261;101000;279;2;558;2;558;0;0;0;0;2;558;0
52;311102262;101000;68;2;136;2;136;0;0;0;0;2;136;0
52;311102264;101000;179.86;3;539.59;3;539.59;0;0;0;0;3;539.59;0
52;311102265;101000;351.85;81;28499.93;81;28499.93;0;0;0;0;81;28499.93;0
52;311102266;101000;260;4;1040;4;1040;0;0;0;0;4;1040;0
52;311102269;101000;51.46;43;2212.58;43;2212.58;0;0;0;0;43;2212.58;0
52;311102271;101000;15.25;4;61;4;61;0;0;0;0;4;61;0
52;311102277;101000;97.6;30;2928;30;2928;0;0;0;0;30;2928;0
52;311102279;101000;43.61;2;87.22;2;87.22;0;0;0;0;2;87.22;0
52;311102280;101000;31.7;2;63.4;2;63.4;0;0;0;0;2;63.4;0
52;311102288;101000;276.02;3;828.06;3;828.06;0;0;0;0;3;828.06;0
52;311102290;101000;372.86;8;2982.88;8;2982.88;0;0;0;0;8;2982.88;0
52;311102291;101000;84.73;1;84.73;1;84.73;0;0;0;0;1;84.73;0
52;311102292;101000;601.45;3;1804.34;3;1804.34;0;0;0;0;3;1804.34;0
52;311102298;101000;33.95;4;135.8;4;135.8;0;0;0;0;4;135.8;0
52;311102300;101000;72.87;2;145.74;2;145.74;0;0;0;0;2;145.74;0
52;311102303;101000;99.41;6;596.47;6;596.47;0;0;0;0;6;596.47;0
52;311102305;101000;36.8;4;147.2;4;147.2;0;0;0;0;4;147.2;0
52;311102310;101000;463.46;4;1853.82;4;1853.82;0;0;0;0;4;1853.82;0
52;311102312;101000;87.61;4;350.42;4;350.42;0;0;0;0;4;350.42;0
52;311102313;101000;7.42;1;7.42;1;7.42;0;0;0;0;1;7.42;0
52;311102317;101000;0;0;0;8;310.85;0;0;8;310.85;0;0;0
52;311102320;101000;73.75;27;1991.15;27;1991.15;0;0;0;0;27;1991.15;0
52;311102323;101000;872.25;10;8722.46;10;8722.46;0;0;0;0;10;8722.46;0
52;311102326;101000;69.18;30;2075.54;30;2075.54;0;0;0;0;30;2075.54;0
52;311102331;101000;129.33;6;776;6;776;0;0;0;0;6;776;0
52;311102333;101000;101.68;2;203.35;2;203.35;0;0;0;0;2;203.35;0
52;311102339;101000;105.58;37;3906.64;45;4751.32;0;0;8;844.68;37;3906.64;0
52;311102341;101000;49.63;179;8882.89;179;8882.89;0;0;0;0;179;8882.89;0
52;311102353;101000;228.24;1;228.24;1;228.24;0;0;0;0;1;228.24;0
52;311102356;101000;18.39;12;220.7;12;220.7;0;0;0;0;12;220.7;0
52;311102358;101000;32.71;4;130.84;4;130.84;0;0;0;0;4;130.84;0
52;311102360;101000;61.37;2;122.74;2;122.74;0;0;0;0;2;122.74;0
52;311102362;101000;0;0;0;3;124.71;0;0;3;124.71;0;0;0
52;311102363;101000;53.34;27;1440.22;27;1440.22;0;0;0;0;27;1440.22;0
52;311102365;101000;136.14;1;136.14;3;408.42;0;0;2;272.28;1;136.14;0
52;311102367;101000;1436.11;22;31594.48;22;31594.48;0;0;0;0;22;31594.48;0
52;311102368;101000;233.69;3;701.08;3;701.08;0;0;0;0;3;701.08;0
52;311102370;101000;0;0;0;6;247.26;0;0;6;247.26;0;0;0
52;311102372;101000;186.17;34;6329.91;34;6329.91;0;0;0;0;34;6329.91;0
52;311102373;101000;373;1;373;1;373;0;0;0;0;1;373;0
52;311102377;101000;755.66;6;4533.93;6;4533.93;0;0;0;0;6;4533.93;0
52;311102383;101000;69.8;17;1186.66;17;1186.66;0;0;0;0;17;1186.66;0
52;311102386;101000;47.77;16;764.28;16;764.28;0;0;0;0;16;764.28;0
52;311102389;101000;59;10;590;10;590;0;0;0;0;10;590;0
52;311102391;101000;101.04;7;707.25;7;707.25;0;0;0;0;7;707.25;0
52;311102393;101000;90.35;7;632.48;7;632.48;0;0;0;0;7;632.48;0
52;311102395;101000;197.4;66;13028.4;66;13028.4;0;0;0;0;66;13028.4;0
52;311102399;101000;151.02;6;906.09;6;906.09;0;0;0;0;6;906.09;0
52;311102400;101000;325.97;6;1955.84;6;1955.84;0;0;0;0;6;1955.84;0
52;311102401;101000;185;1;185;1;185;0;0;0;0;1;185;0
52;311102402;101000;199.62;14;2794.72;14;2794.72;0;0;0;0;14;2794.72;0
52;311102405;101000;69;3;207;3;207;0;0;0;0;3;207;0
52;311102406;101000;0;0;0;2;159.46;0;0;2;159.46;0;0;0
52;311102410;101000;90;9;810;9;810;0;0;0;0;9;810;0
52;311102415;101000;124.59;3;373.78;3;373.78;0;0;0;0;3;373.78;0
52;311102416;101000;67.39;3;202.17;3;202.17;0;0;0;0;3;202.17;0
52;311102418;101000;1059.39;6;6356.34;6;6356.34;0;0;0;0;6;6356.34;0
52;311102419;101000;664.95;2;1329.9;2;1329.9;0;0;0;0;2;1329.9;0
52;311102422;101000;8.01;4;32.05;4;32.05;0;0;0;0;4;32.05;0
52;311102424;101000;28.83;4;115.32;4;115.32;0;0;0;0;4;115.32;0
52;311102426;101000;10.88;1;10.88;1;10.88;0;0;0;0;1;10.88;0
52;311102429;101000;1409.14;1;1409.14;1;1409.14;0;0;0;0;1;1409.14;0
52;311102432;101000;200.15;14;2802.04;14;2802.04;0;0;0;0;14;2802.04;0
52;311102445;101000;11.03;2;22.06;2;22.06;0;0;0;0;2;22.06;0
52;311102449;101000;12.02;4;48.08;6;72.12;0;0;2;24.04;4;48.08;0
52;311102450;101000;217.8;12;2613.6;12;2613.6;0;0;0;0;12;2613.6;0
52;311102451;101000;109.3;4;437.2;4;437.2;0;0;0;0;4;437.2;0
52;311102455;101000;255;2;509.99;2;509.99;0;0;0;0;2;509.99;0
52;311102462;101000;179;3;537;3;537;0;0;0;0;3;537;0
52;311102463;101000;354.05;13;4602.68;13;4602.68;0;0;0;0;13;4602.68;0
52;311102464;101000;46.54;2;93.08;2;93.08;0;0;0;0;2;93.08;0
52;311102465;101000;1285;10;12850;10;12850;0;0;0;0;10;12850;0
52;311102466;101000;986.04;17;16762.67;17;16762.67;0;0;0;0;17;16762.67;0
52;311102469;101000;407.24;2;814.47;2;814.47;0;0;0;0;2;814.47;0
52;311102470;101000;232.25;12;2787.03;12;2787.03;0;0;0;0;12;2787.03;0
52;311102471;101000;144.53;19;2745.99;19;2745.99;0;0;0;0;19;2745.99;0
52;311102474;101000;14.75;1;14.75;1;14.75;0;0;0;0;1;14.75;0
52;311102477;101000;180.69;4;722.75;4;722.75;0;0;0;0;4;722.75;0
52;311102479;101000;4.28;3;12.83;3;12.83;0;0;0;0;3;12.83;0
52;311102480;101000;63.87;3;191.62;3;191.62;0;0;0;0;3;191.62;0
52;311102481;101000;126.47;6;758.84;6;758.84;0;0;0;0;6;758.84;0
52;311102484;101000;1896.83;7;13277.82;7;13277.82;0;0;0;0;7;13277.82;0
52;311102486;101000;192.73;80;15418.53;92;17731.31;0;0;12;2312.78;80;15418.53;0
52;311102489;101000;39.8;27;1074.67;27;1074.67;0;0;0;0;27;1074.67;0
52;311102490;101000;109.59;24;2630.04;24;2630.04;0;0;0;0;24;2630.04;0
52;311102491;101000;67.38;2;134.76;2;134.76;0;0;0;0;2;134.76;0
52;311102494;101000;2952;7;20664;7;20664;0;0;0;0;7;20664;0
52;311102496;101000;0;0;0;5;181.02;0;0;5;181.02;0;0;0
52;311102497;101000;41.19;4;164.76;4;164.76;0;0;0;0;4;164.76;0
52;311102498;101000;1508.45;3;4525.34;3;4525.34;0;0;0;0;3;4525.34;0
52;311102499;101000;3172.11;2;6344.22;2;6344.22;0;0;0;0;2;6344.22;0
52;311102500;101000;97.34;2;194.68;2;194.68;0;0;0;0;2;194.68;0
52;311102501;101000;172.44;3;517.31;7;1207.06;0;0;4;689.75;3;517.31;0
52;311102504;101010;0;0;0;36;6920.26;0;0;36;6920.26;0;0;0
52;311102505;101000;39.76;2;79.52;2;79.52;0;0;0;0;2;79.52;0
52;311102511;101000;21.55;1;21.55;1;21.55;0;0;0;0;1;21.55;0
52;311102512;101000;94.81;2;189.62;2;189.62;0;0;0;0;2;189.62;0
52;311102514;101000;22;16;352;16;352;0;0;0;0;16;352;0
52;311102515;101000;36.1;3;108.3;3;108.3;0;0;0;0;3;108.3;0
52;311102521;101000;93.05;1;93.05;1;93.05;0;0;0;0;1;93.05;0
52;311102522;101000;94.54;5;472.71;5;472.71;0;0;0;0;5;472.71;0
52;311102526;101000;0;0;0;2;95.03;0;0;2;95.03;0;0;0
52;311102529;101000;114.04;2;228.08;2;228.08;0;0;0;0;2;228.08;0
52;311102534;101000;477.17;111;52966.13;111;52966.13;0;0;0;0;111;52966.13;0
52;311102538;101000;2528.2;4;10112.78;4;10112.78;0;0;0;0;4;10112.78;0
52;311102541;101000;10.64;1;10.64;1;10.64;0;0;0;0;1;10.64;0
52;311102551;101000;0;0;0;5;41.12;0;0;5;41.12;0;0;0
52;311102555;101000;195;27;5265;27;5265;0;0;0;0;27;5265;0
52;311102563;101000;31.56;49;1546.6;49;1546.6;0;0;0;0;49;1546.6;0
52;311102568;101000;44.95;1;44.95;1;44.95;0;0;0;0;1;44.95;0
52;311102574;101000;2210.67;2;4421.34;2;4421.34;0;0;0;0;2;4421.34;0
52;311102576;101000;551.86;2;1103.72;2;1103.72;0;0;0;0;2;1103.72;0
52;311102578;101000;191;3;573;3;573;0;0;0;0;3;573;0
52;311102584;101000;63.4;2;126.8;2;126.8;0;0;0;0;2;126.8;0
52;311102587;101000;151.32;3;453.97;3;453.97;0;0;0;0;3;453.97;0
52;311102588;101000;88.66;15;1329.89;38;3369.05;0;0;23;2039.16;15;1329.89;0
52;311102589;101000;81.53;11;896.78;11;896.78;0;0;0;0;11;896.78;0
52;311102594;101000;0;0;0;2;35.3;0;0;2;35.3;0;0;0
52;311102596;101000;47;86;4042;86;4042;0;0;0;0;86;4042;0
52;311102598;101000;49.98;47;2349.23;47;2349.23;0;0;0;0;47;2349.23;0
52;311102608;101000;727.22;14;10181.08;14;10181.08;0;0;0;0;14;10181.08;0
52;311102610;101000;1016.46;5;5082.29;5;5082.29;0;0;0;0;5;5082.29;0
52;311102611;101000;559;1;559;1;559;0;0;0;0;1;559;0
52;311102613;101000;28.49;1;28.49;1;28.49;0;0;0;0;1;28.49;0
52;311102614;101000;156;1;156;1;156;0;0;0;0;1;156;0
52;311102617;101000;175.2;1;175.2;1;175.2;0;0;0;0;1;175.2;0
52;311102618;101000;200.1;3;600.29;3;600.29;0;0;0;0;3;600.29;0
52;311102619;101010;135.46;31;4199.28;37;5012.04;0;0;6;812.76;31;4199.28;0
52;311102625;101000;28.81;3;86.44;3;86.44;0;0;0;0;3;86.44;0
52;311102629;101000;17.56;14;245.84;14;245.84;0;0;0;0;14;245.84;0
52;311102636;101000;55.47;3;166.4;3;166.4;0;0;0;0;3;166.4;0
52;311102637;101000;197.64;8;1581.1;8;1581.1;0;0;0;0;8;1581.1;0
52;311102639;101000;9.7;8;77.6;8;77.6;0;0;0;0;8;77.6;0
52;311102642;101000;91.35;2;182.7;2;182.7;0;0;0;0;2;182.7;0
52;311102643;101000;42.85;19;814.08;19;814.08;0;0;0;0;19;814.08;0
52;311102644;101000;96.64;2;193.28;2;193.28;0;0;0;0;2;193.28;0
52;311102646;101000;19.18;10;191.76;18;345.16;0;0;8;153.4;10;191.76;0
52;311102657;101000;16.67;305;5082.89;305;5082.89;0;0;0;0;305;5082.89;0
52;311102661;101000;120.71;1;120.71;1;120.71;0;0;0;0;1;120.71;0
52;311102663;101000;63.22;18;1138.03;18;1138.03;0;0;0;0;18;1138.03;0
52;311102664;101000;37.19;9;334.75;9;334.75;0;0;0;0;9;334.75;0
52;311102667;101000;59.04;2;118.07;2;118.07;0;0;0;0;2;118.07;0
52;311102668;101000;112.06;2;224.12;2;224.12;0;0;0;0;2;224.12;0
52;311102669;101000;34.26;3;102.78;3;102.78;0;0;0;0;3;102.78;0
52;311102671;101000;235;1;235;1;235;0;0;0;0;1;235;0
52;311102673;101010;260.68;20;5213.68;20;5213.68;0;0;0;0;20;5213.68;0
52;311102674;101010;248.57;320;79542.21;320;79542.21;0;0;0;0;320;79542.21;0
52;311102675;101010;285.7;70;19998.71;70;19998.71;0;0;0;0;70;19998.71;0
52;311102677;101010;237.08;416;98624.57;420;99572.88;0;0;4;948.31;416;98624.57;0
52;311102681;101000;79.97;2;159.94;2;159.94;0;0;0;0;2;159.94;0
52;311102683;101000;185.84;24;4460.21;24;4460.21;0;0;0;0;24;4460.21;0
52;311102684;101000;138.23;1;138.23;1;138.23;0;0;0;0;1;138.23;0
52;311102685;101000;41.56;16;664.88;16;664.88;0;0;0;0;16;664.88;0
52;311102686;101000;97;21;2037;21;2037;0;0;0;0;21;2037;0
52;311102692;101000;181.81;7;1272.66;7;1272.66;0;0;0;0;7;1272.66;0
52;311102693;101000;27.1;25;677.54;33;894.35;0;0;8;216.81;25;677.54;0
52;311102695;101000;20.72;8;165.72;8;165.72;0;0;0;0;8;165.72;0
52;311102701;101000;20.4;3;61.19;3;61.19;0;0;0;0;3;61.19;0
52;311102702;101000;5.89;1;5.89;1;5.89;0;0;0;0;1;5.89;0
52;311102713;101000;197.04;1;197.04;1;197.04;0;0;0;0;1;197.04;0
52;311102714;101000;333.59;58;19348.28;58;19348.28;0;0;0;0;58;19348.28;0
52;311102715;101000;164.47;15;2466.99;15;2466.99;0;0;0;0;15;2466.99;0
52;311102716;101000;514.88;2;1029.75;2;1029.75;0;0;0;0;2;1029.75;0
52;311102717;101000;645.7;2;1291.39;2;1291.39;0;0;0;0;2;1291.39;0
52;311102718;101000;161;24;3864;24;3864;0;0;0;0;24;3864;0
52;311102723;101000;136.53;2;273.05;2;273.05;0;0;0;0;2;273.05;0
52;311102724;101000;162.93;2;325.85;2;325.85;0;0;0;0;2;325.85;0
52;311102728;101000;134.16;2;268.32;2;268.32;0;0;0;0;2;268.32;0
52;311102733;101000;2074.62;2;4149.24;2;4149.24;0;0;0;0;2;4149.24;0
52;311102739;101000;980.05;16;15680.83;16;15680.83;0;0;0;0;16;15680.83;0
52;311102741;101000;285.94;3;857.81;3;857.81;0;0;0;0;3;857.81;0
52;311102744;101000;0;0;0;5;78.78;0;0;5;78.78;0;0;0
52;311102749;101000;210.36;4;841.45;4;841.45;0;0;0;0;4;841.45;0
52;311102753;101000;48.85;11;537.36;11;537.36;0;0;0;0;11;537.36;0
52;311102757;101000;211.63;9;1904.69;9;1904.69;0;0;0;0;9;1904.69;0
52;311102761;101000;135.33;5;676.67;5;676.67;0;0;0;0;5;676.67;0
52;311102762;101000;200;2;400;2;400;0;0;0;0;2;400;0
52;311102763;101000;531.23;2;1062.45;2;1062.45;0;0;0;0;2;1062.45;0
52;311102765;101000;38.55;8;308.4;8;308.4;0;0;0;0;8;308.4;0
52;311102767;101000;444.81;7;3113.7;7;3113.7;0;0;0;0;7;3113.7;0
