SM;SIFRA_M;NAZIV_M;DIMENZIJA;KVALITET;STANDARD;JM;KONTO;POCST_K;POCST_V;ULAZK;ULAZ_V;IZLAZK;IZLAZ_V;STANJE_K;STANJE_V;CENA;KOLICINA;VREDNOST
46;218210155;NOSAC PLOCIC;PTGNR 3232;;;kom;103300;3;475.3;0;0;0;0;3;475.3;158.43;3;475.3
46;218210156;NOSAC PLOCIC;PTGNR 4040;;;kom;103300;3;475.3;0;0;0;0;3;475.3;158.43;3;475.3
46;218210157;NOSAC PLOCIC;PTGNR 5050;;;kom;103300;4;633.73;0;0;0;0;4;633.73;158.43;4;633.73
46;218210158;NOSAC PLOCIC;PTNNR 2525;;;kom;103300;2;316.87;0;0;0;0;2;316.87;158.44;2;316.87
46;218210162;NOSAC PLOCIC;R 131.09 25212;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210163;NOSAC PLOCIC;R 131.9 25-12;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210164;NOSAC PLOCIC;R 1319-40-12;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210165;NOSAC PLOCIC;R 174 32-80-80-38;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210166;NOSAC PLOCIC;R 331 3225;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210167;NOSAC PLOCIC;R 471-51;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210168;NOSAC PLOCIC;R 71.5 2525;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210174;NOSAC PLOCIC;RA II 50025200;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210175;NOSAC PLOCIC;RA II 760025200;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210176;NOSAC PLOCIC;RA II 760032150;;;kom;103300;3;475.31;0;0;0;0;3;475.31;158.44;3;475.31
46;218210177;NOSAC PLOCIC;RA II 760032200;;;kom;103300;6;950.6;0;0;0;0;6;950.6;158.43;6;950.6
46;218210180;NOSAC PLOCIC;RF151.23-2525-50;;;kom;103300;3;11973.58;0;0;0;0;3;11973.58;3991.19;3;11973.58
46;218210182;NOSAC PLOCIC;RG 71.5;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210183;NOSAC PLOCIC;RS 171.5 5032;;;kom;103300;4;633.73;0;0;0;0;4;633.73;158.43;4;633.73
46;218210184;NOSAC PLOCIC;RS 36.9 20-11;;;kom;103300;3;475.3;0;0;0;0;3;475.3;158.43;3;475.3
46;218210185;NOSAC PLOCIC;RS 36.9-40-16;;;kom;103300;2;316.87;0;0;0;0;2;316.87;158.44;2;316.87
46;218210186;NOSAC PLOCIC;RS 664 25-310;;;kom;103300;4;633.73;0;0;0;0;4;633.73;158.43;4;633.73
46;218210187;NOSAC PLOCIC;RS 66S 2525 310A;;;kom;103300;6;950.6;0;0;0;0;6;950.6;158.43;6;950.6
46;218210188;NOSAC PLOCIC;RS 71.5 3225;;;kom;103300;4;633.74;0;0;0;0;4;633.74;158.44;4;633.74
46;218210189;NOSAC PLOCIC;RS 71.5 4025;;;kom;103300;2;316.87;0;0;0;0;2;316.87;158.44;2;316.87
46;218210190;NOSAC PLOCIC;RS 71.5 5032;;;kom;103300;2;316.87;0;0;0;0;2;316.87;158.44;2;316.87
46;218210198;NOSAC PLOCIC;SRSCL 3232;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210203;NOSAC PLOCIC;STFCL 2525;;Int.kat.PP-C;kom;103300;3;17255.23;0;0;0;0;3;17255.23;5751.74;3;17255.23
46;218210204;NOSAC PLOCIC;STFCM;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210205;NOSAC PLOCIC;STFCR 2020;;;kom;103300;2;316.87;0;0;0;0;2;316.87;158.44;2;316.87
46;218210206;NOSAC PLOCIC;STFCR 2525;;Int.kat.PP-C;kom;103300;3;24052.95;0;0;0;0;3;24052.95;8017.65;3;24052.95
46;218210209;NOSAC PLOCIC;TGTL 5050;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210210;NOSAC PLOCIC;TGTR 5050;;;kom;103300;1;158.43;0;0;0;0;1;158.43;158.43;1;158.43
46;218210216;NOSAC PLOCIC;CRSNR 3232 p19-ID;;;kom;103300;2;19299.47;0;0;0;0;2;19299.47;9649.74;2;19299.47
46;218210224;NOSAC PLOCIC;LF 123H25-2525B-300BM;;;kom;103300;2;15849;0;0;0;0;2;15849;7924.5;2;15849
46;218210231;NOSAC PLOCIC;LF 123H25-2525B-300BM;SANDVIK;;kom;103300;1;7388.16;0;0;0;0;1;7388.16;7388.16;1;7388.16
46;218210232;DRZAC PLOCIC;N176.39-3225-16 SANDVI;;;kom;103300;4;23999.76;0;0;0;0;4;23999.76;5999.94;4;23999.76
46;218210233;DRZAC PLOCIC;N176.39-3232-20 SANDVI;;;kom;103300;2;14599.21;0;0;0;0;2;14599.21;7299.61;2;14599.21
46;218210234;NOSAC PLOCIC;A50W-DTFNR 22  SANDVIK;;;kom;103300;1;16826.04;0;0;0;0;1;16826.04;16826.04;1;16826.04
46;218210235;NOSAC PLOCIC;RF123F20-2020B  SANDVI;;COROCUT1-2;kom;103300;1;6323.76;0;0;0;0;1;6323.76;6323.76;1;6323.76
46;218210236;NOSAC PLOCIC;N123H55-25A2  SANDVIK;;N123;kom;103300;6;44237.74;0;0;0;0;6;44237.74;7372.96;6;44237.74
46;218210239;NOSAC PLOCIC;PDJNR 3225P 15 SANDVIK;;T-MAX  A107;kom;103300;8;55010.56;0;0;0;0;8;55010.56;6876.32;8;55010.56
46;218210240;NOSAC PLOCIC;S50W-PCLNR 19 SANDVIK;;T-MAX  A171;kom;103300;3;78608.87;0;0;0;0;3;78608.87;26202.96;3;78608.87
46;218210264;NOSAC PLOCIC;RS71.5 3225 M16;;RS71.5;kom;103300;2;17062.8;0;0;0;0;2;17062.8;8531.4;2;17062.8
46;218210277;NOSAC PLOCIC;RF151.23-3225-50M1;;;kom;103300;2;18160.85;0;0;0;0;2;18160.85;9080.42;2;18160.85
46;218210297;NOSAC PLOCIC;PCLNR 950W S19;;PCLNR;kom;103300;1;7200.33;0;0;0;0;1;7200.33;7200.33;1;7200.33
46;218210310;STRUGARSKI N;CRSNL 3232P 19-ID;SANDVIK;;kom;103300;1;8239.66;0;0;0;0;1;8239.66;8239.66;1;8239.66
46;218210311;STRUGARSKI N;N176.39-2020-10;SANDVIK;;kom;103300;2;9351.56;0;0;0;0;2;9351.56;4675.78;2;9351.56
46;218210312;STRUGARSKI N;N176.39-3225-12;SANDVIK;;kom;103300;1;4888.07;0;0;0;0;1;4888.07;4888.07;1;4888.07
46;218210313;STRUGARSKI N;S32U-PTFNR 16-W;SANDVIK;;kom;103300;3;46669.69;0;0;0;0;3;46669.69;15556.56;3;46669.69
46;218210314;STRUGARSKI N;S40V-PTFNR 22-W;SANDVIK;;kom;103300;2;42514.76;0;0;0;0;2;42514.76;21257.38;2;42514.76
46;218210315;NOSDAC PLOCI;MTENN 2525M 22M1;;;kom;103300;1;4545.6;0;0;0;0;1;4545.6;4545.6;1;4545.6
46;218210316;NOSAC PLOCIC;RF123H25 2525 B 220BM;;;kom;103300;1;7388.16;0;0;0;0;1;7388.16;7388.16;1;7388.16
46;218210318;NOSAC PLOCIC;151.2-4040-45;;;kom;103300;1;17161.34;0;0;0;0;1;17161.34;17161.34;1;17161.34
46;218210319;NOSAC PLOCIC;151.2-45-80;;;kom;103300;5;68418.62;0;0;0;0;5;68418.62;13683.72;5;68418.62
46;218210320;NOSAC PLOCIC;PCBNCL 2525 M12;;;kom;103300;1;4945.5;0;0;0;0;1;4945.5;4945.5;1;4945.5
46;218210321;NOSAC PLOCIC;570-DTFNR-40-16L;;;kom;103300;1;16025.43;0;0;0;0;1;16025.43;16025.43;1;16025.43
46;218210322;NOSAC PLOCIC;570-DDUNR-40-15;;;kom;103300;1;16025.43;0;0;0;0;1;16025.43;16025.43;1;16025.43
46;218210327;NOSAC PLOCIC;266RFG2525-22;;;kom;103300;3;42793.37;3;55860.48;0;0;6;98653.85;16442.31;6;98653.85
46;218210328;NOSAC PLOCIC;266RFG-2525-16;;;kom;103300;4;53744.67;0;0;0;0;4;53744.67;13436.17;4;53744.67
46;218210329;DRZAC NOZA;DDJNR 3232 P15;;;kom;103300;2;18072.43;0;0;0;0;2;18072.43;9036.22;2;18072.43
46;218210330;DRZAC NOZA;DDJNL 3232 P15;;;kom;103300;2;18072.43;0;0;0;0;2;18072.43;9036.22;2;18072.43
46;218210331;DRZAC NOZA;DTGNR 4040 S 27;;;kom;103300;1;11285.02;0;0;0;0;1;11285.02;11285.02;1;11285.02
46;218210337;DRZAC NOZA;RNGN 1207 OOTO 1020 67;;;kom;103300;5;29463;0;0;0;0;5;29463;5892.6;5;29463
46;218210339;DRZAC NOZA;N 176.39.3225-16;;;kom;103300;2;12538.92;0;0;0;0;2;12538.92;6269.46;2;12538.92
46;218210341;DRZAC NOZA;S32U-PCLNR 12;;;kom;103300;2;33076.51;0;0;0;0;2;33076.51;16538.26;2;33076.51
46;218210342;DRZAC NOZA;S40T-PDUNR 15;;;kom;103300;2;43996.74;0;0;0;0;2;43996.74;21998.37;2;43996.74
46;218210343;DRZAC NOZA;S32U-PSKNR 12;;;kom;103300;1;17136.51;0;0;0;0;1;17136.51;17136.51;1;17136.51
46;218210345;NOSAC PLOCIC;PDJNR2525M15;;;kom;103300;2;17898;0;0;0;0;2;17898;8949;2;17898
46;218210346;NOSAC PLOCIC;SRDPN 5050T-31-GOSA;;;kom;103300;1;16380;0;0;0;0;1;16380;16380;1;16380
46;218210347;NOSAC PLOCIC;SRDDN 3232P 20;;;kom;103300;1;14858;0;0;0;0;1;14858;14858;1;14858
46;218210348;NOSAC PLOCIC;SRDDN 5050T 38;;;kom;103300;1;16730;0;0;0;0;1;16730;16730;1;16730
46;218210351;DRZAC NOZA;S25T-CTFPR 16;;;kom;103300;2;20006.3;0;0;0;0;2;20006.3;10003.15;2;20006.3
46;218210354;NOSAC PLOCIC;266 RKF-32-22;;;kom;103300;0;0;2;62209.68;0;0;2;62209.68;31104.84;2;62209.68
46;218210355;NOSAC PLOCIC;L 171.35.5032-14;;;kom;103300;1;11083.92;0;0;0;0;1;11083.92;11083.92;1;11083.92
46;218210357;NOSAC PLOCIC;S25T-PTFNR 16-W;;;kom;103300;2;40317.28;0;0;0;0;2;40317.28;20158.64;2;40317.28
46;218210358;NOSAC PLOCIC;PRDCN 3232 P20;;;kom;103300;4;43186.71;0;0;0;0;4;43186.71;10796.68;4;43186.71
46;218210359;NOSAC PLOCIC;L 171.35-4025-15;;;kom;103300;1;10346.91;0;0;0;0;1;10346.91;10346.91;1;10346.91
46;218210362;LIST ZA ODSE;SPB 532-S  CORLOY;;;kom;103300;3;16488.6;0;0;0;0;3;16488.6;5496.2;3;16488.6
46;218210363;KLJUC ZA LIS;SW 15-S  CORLOY;;;kom;103300;5;6922.86;5;11785;0;0;10;18707.86;1870.79;10;18707.86
46;218210367;LIST ZA ODSE;G2042-32N-450SX;;;kom;103300;1;850;0;0;0;0;1;850;850;1;850
46;218210368;NOSAC PLOCIC;G1011.2525R-3T21GX24 W;;;kom;103300;3;10852;2;22176.8;0;0;5;33028.8;6605.76;5;33028.8
46;218210369;NOSAC PLOCIC;G1011-2525R-5T32GX24 W;;;kom;103300;1;7636.57;0;0;0;0;1;7636.57;7636.57;1;7636.57
46;218210372;NOSAC PLOCIC;PRDCN 2020 K 10;;;kom;103300;7;47529.6;0;0;0;0;7;47529.6;6789.94;7;47529.6
46;218210378;NOSAC NOZA;TR 360x96 dvohodi 80x8;;;kom;103300;2;9685;0;0;0;0;2;9685;4842.5;2;9685
46;218210379;NOSAC PLOCIC;SMBB 2532  KORLOY;;;kom;103300;2;35240;0;0;0;0;2;35240;17620;2;35240
46;218210382;NOSAC PLOCIC;LS71.5-5032M-16;;;kom;103300;2;24251.6;0;0;0;0;2;24251.6;12125.8;2;24251.6
46;218210384;NOSAC PLOCIC;S40V-PCLNR 12;;;kom;103300;1;15209.93;0;0;0;0;1;15209.93;15209.93;1;15209.93
46;218210385;NOSAC PLOCIC;266RKF 20-16;;;kom;103300;1;17546.12;0;0;0;0;1;17546.12;17546.12;1;17546.12
46;218210386;NOSAC PLOCIC;266RKF 25-22;;;kom;103300;0;0;1;26584.74;0;0;1;26584.74;26584.74;1;26584.74
46;218210389;NOZ STRUGARS;G1111 2525L-5T25-175Gx;;;kom;103300;9;110942.76;2;21965;0;0;11;132907.76;12082.52;11;132907.76
46;218210393;NOSAC PLOCIC;S40W-CKUNR 16;;;kom;103300;1;16354.8;0;0;0;0;1;16354.8;16354.8;1;16354.8
46;218210395;NOSAC PLOCIC;S32U-CKUNR 16;;;kom;103300;3;51748.5;0;0;0;0;3;51748.5;17249.5;3;51748.5
46;218210399;NOSAC;SBN2520 32-K;;;kom;103300;4;88488.4;0;0;0;0;4;88488.4;22122.1;4;88488.4
46;218210400;LIST ZA ODSE;G2042.32N5T60SX;;;kom;103300;8;68230.44;2;15870;0;0;10;84100.44;8410.04;10;84100.44
46;218210401;NOSAC PLOCIC;PCNBR 4040 S19;;;kom;103300;1;12407;0;0;0;0;1;12407;12407;1;12407
46;218210403;NOSAC PLOCIC;SBN 3229 32 K;;;kom;103300;4;89574.7;0;0;0;0;4;89574.7;22393.68;4;89574.7
46;218210404;NOSAC PLOCIC;S32U-PDVNR 15N;;;kom;103300;1;15940;0;0;0;0;1;15940;15940;1;15940
46;218210405;NOSAC PLOCIC;G2042 32N 4T50SX;;;kom;103300;8;67222.46;0;0;0;0;8;67222.46;8402.81;8;67222.46
46;218210407;NOSAC;S16 R CSKPR 09;;;kom;103300;1;11982;0;0;0;0;1;11982;11982;1;11982
46;218210408;NOSAC;S16 R STFPR-11;;;kom;103300;3;37946;0;0;0;0;3;37946;12648.67;3;37946
46;218210410;NOSAC PLOCIC;RS 36.9-25-16;;;kom;103300;1;8751.6;0;0;0;0;1;8751.6;8751.6;1;8751.6
46;218210411;LEZAJ;B 7007 C-T-PLB;;;kom;103300;1;14988.05;0;0;0;0;1;14988.05;14988.05;1;14988.05
46;218210412;NOSAC PLOCIC;G111-2525R 4T250-132GX;;;kom;103300;1;14988.05;0;0;0;0;1;14988.05;14988.05;1;14988.05
46;218210413;NOSAC PLOCIC;G111.2525R ST25-175GX2;;;kom;103300;7;100967.27;0;0;0;0;7;100967.27;14423.9;7;100967.27
46;218210414;NOSAC PLOCIC;G1042.32N 4T50GX24;;;kom;103300;2;21727.7;0;0;0;0;2;21727.7;10863.85;2;21727.7
46;218210416;NOSAC PLOCIC;G1042 32N 5T60GX24;;;kom;103300;3;22227.7;0;0;0;0;3;22227.7;7409.23;3;22227.7
46;218210417;NOSAC PLOCIC;S40T-PTFNR-16N;;;kom;103300;1;19351;0;0;0;0;1;19351;19351;1;19351
46;218210429;NOSAC PLOCIC;PSKNL 2020 K12;;;kom;103300;2;9251.2;0;0;0;0;2;9251.2;4625.6;2;9251.2
46;218210431;NOSAC PLOCIC;266RKF-20-16;;;kom;103300;1;18620.16;0;0;0;0;1;18620.16;18620.16;1;18620.16
46;218210432;NOSAC PLOCIC;266RKF-25-16;;;kom;103300;1;21310.38;0;0;0;0;1;21310.38;21310.38;1;21310.38
46;218210434;NOSAC PLOCIC;F161 Amin 53;;;kom;103300;2;39294;0;0;0;0;2;39294;19647;2;39294
46;218210436;NOSAC PLOCIC;VHS 1236H LV 8H;;;kom;103300;15;7264.3;0;0;0;0;15;7264.3;484.29;15;7264.3
46;218210437;LIST ZA ODSE;SPB 432-S;;;kom;103300;2;13740;0;0;0;0;2;13740;6870;2;13740
46;218210440;NOSAC PLOCIC;EGEHR 3232-8 T28;;;kom;103300;2;2;0;0;0;0;2;2;1;2;2
46;218210445;NOSAC PLOCIC;TIP F103 Amin 200;;;kom;103300;2;87741;0;0;0;0;2;87741;43870.5;2;87741
46;218210446;NOSAC PLOCIC;TIP F104 Amin 200;;;kom;103300;2;85941;0;0;0;0;2;85941;42970.5;2;85941
46;218210450;NOSAC PLOCIC;F103 Amin 53;;;kom;103300;4;119421;0;0;0;0;4;119421;29855.25;4;119421
46;218210451;NOSAC PLOCIC;WTENN 2525-M22;;;kom;103300;1;11730;0;0;0;0;1;11730;11730;1;11730
46;218210452;NOSAC PLOCIC;CKNL 3232 P16;;;kom;103300;2;33902;0;0;0;0;2;33902;16951;2;33902
46;218210455;NOSAC PLOCIC;PRDCN 3232-Q16;;;kom;103300;1;9495.36;0;0;0;0;1;9495.36;9495.36;1;9495.36
46;218210456;NOSAC PLOCIC;PTGNL 2525-M22;;;kom;103300;1;6601.92;0;0;0;0;1;6601.92;6601.92;1;6601.92
46;218210457;NOSAC PLOCIC;Amin 43 F104(151003);;;kom;103300;2;62832;0;0;0;0;2;62832;31416;2;62832
46;218210458;NOSAC PLOCIC;Amin 53 F104(151004);;;kom;103300;2;67223.2;0;0;0;0;2;67223.2;33611.6;2;67223.2
46;218210459;NOSAC PLOCIC;Amin 65 F104(151005);;;kom;103300;2;68569.6;0;0;0;0;2;68569.6;34284.8;2;68569.6
46;218210460;NOSAC PLOCIC;AMIN 82 F104(151086);;;kom;103300;2;79895.2;0;0;0;0;2;79895.2;39947.6;2;79895.2
46;218210463;NOSAC PLOCIC;G2012.2525L 5T40SX-P;;;kom;103300;1;22249.6;2;45348;0;0;3;67597.6;22532.53;3;67597.6
46;218210464;NOSAC PLOCIC;NCFE 25-25L-6X24-4-4-4;;;kom;103300;2;56870.1;0;0;0;0;2;56870.1;28435.05;2;56870.1
46;218210466;NOSAC PLOCIC;SSBCL 2020-K12;;;kom;103300;2;22707.84;4;58300;0;0;6;81007.84;13501.31;6;81007.84
46;218210468;NOSAC PLOCIC;R 171.35-4025-15;;;kom;103300;1;13798.4;0;0;0;0;1;13798.4;13798.4;1;13798.4
46;218210473;NOSAC PLOCIC;KGFHNR-4251121200-T20;;;kom;103300;2;52771;0;0;0;0;2;52771;26385.5;2;52771
46;218210476;NOSAC PLOCIC;Amin 65  F 103;;;kom;103300;2;79371;0;0;0;0;2;79371;39685.5;2;79371
46;218210478;NOSAC PLOCIC;AMIN 43 F103;;;kom;103300;2;76716;0;0;0;0;2;76716;38358;2;76716
46;218210479;NOSAC PLOCIC;AMIN 82  f103;;;kom;103300;2;82629;0;0;0;0;2;82629;41314.5;2;82629
46;218210480;NOSAC PLOCIC;PWLNR 2525 M 08;;;kom;103300;0;0;2;20456;0;0;2;20456;10228;2;20456
46;218210493;NOSAC PLOCIC;WNGX080608PNSR-MM 5300;;;kom;103300;0;0;120;208560;0;0;120;208560;1738;120;208560
46;218210495;NOSAC PLOCIC;G2012.2525R 3T33SX;;;kom;103300;0;0;2;45348;0;0;2;45348;22674;2;45348
46;218210496;NOSAC;PRDCN 4040;;;kom;103300;1;31169;0;0;0;0;1;31169;31169;1;31169
46;218210497;NOSAC;PRDCN 5050;;;kom;103300;1;47853;0;0;0;0;1;47853;47853;1;47853
46;218210499;NOSAC;SSBCR 1616-HO9;;;kom;103300;0;0;2;23918;0;0;2;23918;11959;2;23918
46;218210500;NOZ STRUGARS;G2012.2525R-5T405X-P;;;kom;103300;0;0;1;25710.8;0;0;1;25710.8;25710.8;1;25710.8
46;218210513;NOSAC;DBC 6374S;;;kom;103300;0;0;1;47444;0;0;1;47444;47444;1;47444
46;218210514;NOSAC SINA;EXT 63120F;;;kom;103300;0;0;2;20424;0;0;2;20424;10212;2;20424
46;218210517;NOSAC;DBC 8094S;;;kom;103300;0;0;1;50301;0;0;1;50301;50301;1;50301
46;218210530;OSNOVNI NOSA;SK 60-MD63F-190;;;kom;103300;0;0;2;139104;0;0;2;139104;69552;2;139104
46;218210531;NOSAC PLOCIC;PCBNR 2020-K12;;;kom;103300;0;0;2;18176;0;0;2;18176;9088;2;18176
46;218210532;NOSAC PLOCIC;MVJNR 2020-K16;;;kom;103300;0;0;2;35994;0;0;2;35994;17997;2;35994
46;218210535;STRUGARSKI N;G1011.2525R-6T32GX24;;;;103300;0;0;1;17176.8;0;0;1;17176.8;17176.8;1;17176.8
46;218210537;NOSAC PLOCIC;2525-M16 Wtenn;;;kom;103300;0;0;2;25106;0;0;2;25106;12553;2;25106
46;218210541;NOSAC PLOCIC;S32S-CTFPR-16;;;kom;103300;0;0;1;24992;0;0;1;24992;24992;1;24992
46;218210549;NOSAC SINE;EXT 80120F;;;kom;103300;0;0;2;25336;0;0;2;25336;12668;2;25336
46;218310002;PODMETAC PLO;260.7-830M;;;kom;103300;0;0;20;116576;0;0;20;116576;5828.8;20;116576
46;218320006;VIJAK;5513 020-18;;;kom;103300;0;0;20;7312;0;0;20;7312;365.6;20;7312
46;218320011;VIJAK;FS 1030;;;kom;103300;0;0;20;8245;0;0;20;8245;412.25;20;8245
46;218320058;VIJAK;FS 1033;;;kom;103300;0;0;2;11770.8;0;0;2;11770.8;5885.4;2;11770.8
46;218320068;VIJAK;5512-032-05;;;kom;103300;1;205.59;0;0;0;0;1;205.59;205.59;1;205.59
46;218320107;VIJAK;FS 2266;;;kom;103300;10;3986.5;0;0;0;0;10;3986.5;398.65;10;3986.5
46;218320108;VIJAK;FS 2267;;;kom;103300;5;10161.75;0;0;0;0;5;10161.75;2032.35;5;10161.75
46;218320109;VIJAK;FS 1484;;;kom;103300;5;10161.75;0;0;0;0;5;10161.75;2032.35;5;10161.75
46;218320110;VIJAK;FS 2030;;;kom;103300;5;3846.25;0;0;0;0;5;3846.25;769.25;5;3846.25
46;218320111;VIJAK BEZ GL;AMF M20x160mm;;DIN 6379;kom;103300;10;11925;11;13956.64;0;0;21;25881.64;1232.46;21;25881.64
46;218320112;VIJAK BEZ GL;AMF M20x315;;DIN 6379;kom;103300;10;17865;11;19932;0;0;21;37797;1799.86;21;37797
46;218320113;SESTOUGAONA;AMF M20;;DIN 6331;kom;103300;0;0;10;7294.5;0;0;10;7294.5;729.45;10;7294.5
46;218320116;VIJAK;AMF M20x250mm;;;kom;103300;0;0;11;20677.69;0;0;11;20677.69;1879.79;11;20677.69
46;218320117;VIJAK;M20x500mm;;;kom;103300;0;0;11;28785.46;0;0;11;28785.46;2616.86;11;28785.46
46;218320120;PRODUZNA NAV;M20;;;kom;103300;0;0;10;9720;0;0;10;9720;972;10;9720
46;218320121;NAVRTKA ZA T;20mm M18;;DIN 508;kom;103300;0;0;10;9405;0;0;10;9405;940.5;10;9405
46;218320123;REZERVNI DEO;5512 090-01;;;kom;103300;0;0;10;5984;0;0;10;5984;598.4;10;5984
46;218320124;REZERVNI DEO;5512 090-03;;;kom;103300;0;0;10;8848;0;0;10;8848;884.8;10;8848
46;218320125;NAVRTKA AMF;22mm/M20;;DIN 508;kom;103300;0;0;30;28900.4;0;0;30;28900.4;963.35;30;28900.4
46;218320131;NAVRTKA;M20;;DIN 6331;kom;103300;0;0;12;14742;0;0;12;14742;1228.5;12;14742
46;218330001;PRICVRSNI EL;260.7.820;;;kom;103300;0;0;10;24624;0;0;10;24624;2462.4;10;24624
46;218330012;REZERVNI DEO;PNO 515;;;kom;103300;2;530;0;0;0;0;2;530;265;2;530
46;218330158;REZERVNI DEO;SC 42;;;kom;103300;0;0;10;8360;0;0;10;8360;836;10;8360
46;218330159;REZERVNI DEO;SC63N;;;kom;103300;10;16483.5;10;19090;0;0;20;35573.5;1778.68;20;35573.5
46;218330162;REZERVNI DEO;ST 317;;;kom;103300;10;7620;0;0;0;0;10;7620;762;10;7620
46;218330165;REZERVNI DEO;LV 4;;;kom;103300;5;5930.1;10;13880;0;0;15;19810.1;1320.67;15;19810.1
46;218330167;VIJCI,PODLOS;FS 1494;;;gar;103300;6;16651.5;2;5856.5;0;0;8;22508;2813.5;8;22508
46;218330168;REZERNI DEL.;5549  091-071;;;kom;103300;1;17723.2;1;32611.8;0;0;2;50335;25167.5;2;50335
46;218330177;REZERVNI DEO;HW 30L;;;kom;103300;5;1029.6;0;0;0;0;5;1029.6;205.92;5;1029.6
46;218330178;REZERVNI DEO;ER 04;;;kom;103300;5;589.05;0;0;0;0;5;589.05;117.81;5;589.05
46;218330179;REZERVNI DEO;ST 32M;;;kom;103300;5;4846.05;0;0;0;0;5;4846.05;969.21;5;4846.05
46;218330180;REZERVNI DEO;SP3M;;;kom;103300;5;7286.4;0;0;0;0;5;7286.4;1457.28;5;7286.4
46;218330181;REZERVNI DEO;NO407;;;kom;103300;5;2494.8;0;0;0;0;5;2494.8;498.96;5;2494.8
46;218330182;REZERVNI DEO;MHX 0626;;;kom;103300;5;6910.2;0;0;0;0;5;6910.2;1382.04;5;6910.2
46;218330183;REZERVNI DEO;CMH6R6;;;kom;103300;5;10924.65;0;0;0;0;5;10924.65;2184.93;5;10924.65
46;218330184;KLJUC;FS 2088;;;kom;103300;2;3607.4;0;0;0;0;2;3607.4;1803.7;2;3607.4
46;218330186;REZERVNI DEO;CH4R1C;;;kom;103300;8;19984;0;0;0;0;8;19984;2498;8;19984
46;218330187;TRZERVNI DEO;CHX0414C;;;kom;103300;0;0;10;13490;0;0;10;13490;1349;10;13490
46;218330207;REZERVNI DEO;5549-091-061;;;kom;103300;0;0;2;43481.88;0;0;2;43481.88;21740.94;2;43481.88
46;218330208;REZERVNI DEO;5513-020-25;;;kom;103300;0;0;20;7408;0;0;20;7408;370.4;20;7408
46;221110002;POMICNO MERI;L  150;;;kom;103300;71;79493.04;0;0;0;0;71;79493.04;1119.62;71;79493.04
46;221110003;POMICNO MERI;L  200;;;kom;103300;13;42417;0;0;0;0;13;42417;3262.85;13;42417
46;221110004;POMICNO MERI;L 220;;;kom;103300;3;243;0;0;0;0;3;243;81;3;243
46;221110005;POMICNO MERI;L 250;;;kom;103300;2;162;0;0;0;0;2;162;81;2;162
46;221110006;POMICNO MERI;L 270;;;kom;103300;4;4337.14;0;0;0;0;4;4337.14;1084.29;4;4337.14
46;221110007;POMICNO MERI;L 300  TM 0.05 sa pipc;;;kom;103300;17;218852.01;0;0;0;0;17;218852.01;12873.65;17;218852.01
46;221110008;POMICNO MERI;L  300  TM 0.02;;;kom;103300;6;152539.84;0;0;0;0;6;152539.84;25423.31;6;152539.84
46;221110010;POMICNO MERI;L  400;;;kom;103300;5;20831.25;0;0;0;0;5;20831.25;4166.25;5;20831.25
46;221110011;POMICNO MERI;L  500;;;kom;103300;19;591967;0;0;0;0;19;591967;31156.16;19;591967
46;221110012;POMICNO MERI;L  600;;;kom;103300;7;193847.23;0;0;0;0;7;193847.23;27692.46;7;193847.23
46;221110014;POMICNO MERI;L  750;;;kom;103300;1;126800;0;0;0;0;1;126800;126800;1;126800
46;221110015;POMICNO MERI;L  800;;;kom;103300;10;61508.56;0;0;0;0;10;61508.56;6150.86;10;61508.56
46;221110016;POMICNO MERI;L 1000;;;kom;103300;5;9069.44;0;0;0;0;5;9069.44;1813.89;5;9069.44
46;221110018;POMICNO MERI;L 1500;;;kom;103300;2;162;0;0;0;0;2;162;81;2;162
46;221110020;POMICNO MERI;L 2000;;;kom;103300;2;162;0;0;0;0;2;162;81;2;162
46;221110021;POMICNO MERI;L 3000;;;kom;103300;2;1120.9;0;0;0;0;2;1120.9;560.45;2;1120.9
46;221110027;POMICNO MERI;200mm/0.1mm 35052010 H;ORION;;kom;103300;1;1600;0;0;0;0;1;1600;1600;1;1600
46;221110028;POMICNO MERI;0-150mm/col *sa vij.d.;;;kom;103300;1;2242;0;0;0;0;1;2242;2242;1;2242
