MBRD;UKKONTR;M_G;SSZNE;SIZNE;SIZN;SSNNE;SINNE;IZNETO;IZBRUTO;POREZ1;POREZ2;IZBRPR;IZBRBOL;SID;SIDBOL;SIPPR;SIPBOL;SIP;POSPOR;SIP_D;SIOB;IZNETO2;OLAKSICA;EFSATI;AKONT;NEAK;AK;NRAKON;VAKON;UKNETO;ZARKR;KOEF;RBTC;RBIM;UKIS;UKSIOB;UKZARKR;UKAKONT;UKNRAKON;UKVAKON;DEO1;REC;HKMB;RBPS;IZBRBO1;SIN;RAD2;RAD3;RAD4;UKUPNO;ISPLATA;VISP;MINIM;OSNOV;DEOIM;PRIZ;PRCAS;IZN2;BROJ;MRBTC;POROSL;GOD_30;GOD_50;NETO;BROSN;PIOR;ZDRR;ONEZR;PIOP;ZDRP;ONEZP;SOP;DBEN;EFIZNO;BMIN;UKUPNO1;PIOR1;ZDRR1;ONEZR1;PIOP1;ZDRP1;ONEZP1;BROSN1;POROSL1;SIP1;IZNETO1;N
0004514;;0424;220.0;181670.39;;4.0;0.00;181670.39;181670.39;;0.00;181670.39;;36152.41;0.00;15667.04;0.00;15667.04;0.00;;1298.51;0.00;366.33;172.00;0.00;0.00;;0.00;0.00;;3117.00;;32270000;997;125435.430;1298.510;3117.000;0.000;0.000;0.000;;1;0001822;06;0.00;0.00;1;0;0;181670.39;;;671.35;80592.01;;164118.55;220.0;;;;25000.00;0.00;0.00;129850.94;181670.39;25433.85;9356.03;1362.53;18167.04;9356.03;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004515;;0424;194.0;101721.64;;0.0;0.00;101721.64;101721.64;;0.00;101721.64;;20242.61;0.00;7672.16;0.00;7672.16;0.00;;738.07;0.00;384.64;176.00;0.00;0.00;;0.00;0.00;;150.00;;32210000;930;72918.800;738.070;150.000;0.000;0.000;0.000;;1;0001823;06;0.00;0.00;1;0;0;101721.64;;;432.58;71067.50;;90149.21;194.0;;;;25000.00;0.00;0.00;73806.87;101721.64;14241.03;5238.66;762.91;10172.16;5238.66;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004525;;0424;146.0;82305.74;;40.0;17972.10;100277.84;100277.84;;0.00;100277.84;;19955.29;0.00;7527.78;0.00;7527.78;0.00;;727.95;0.00;366.33;136.00;0.00;0.00;;0.00;0.00;;150.00;;32310000;930;71916.820;727.950;150.000;0.000;0.000;0.000;;1;0001825;06;0.00;0.00;1;0;0;100277.84;;;451.78;53483.79;;70219.71;146.0;;;;25000.00;0.00;0.00;72794.77;100277.84;14038.90;5164.31;752.08;10027.78;5164.31;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004532;;0424;196.0;89378.16;;4.0;984.02;90362.18;90362.18;;0.00;90362.18;;17982.07;0.00;6536.22;0.00;6536.22;0.00;;658.44;0.00;366.33;172.00;0.00;0.00;;0.00;0.00;;5047.00;;32310000;920;60138.450;658.440;5047.000;0.000;0.000;0.000;;1;0001826;01;0.00;0.00;1;0;0;90362.18;;;368.61;71800.16;;79517.23;196.0;;;;25000.00;0.00;0.00;65843.89;90362.18;12650.71;4653.65;677.72;9036.22;4653.65;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004548;;0424;121.0;93912.97;;73.0;44376.83;138289.80;138289.80;;0.00;138289.80;;27519.67;0.00;11328.98;0.00;11328.98;0.00;;994.41;0.00;366.33;103.00;0.00;0.00;;0.00;0.00;;5413.00;;32230000;910;93033.740;994.410;5413.000;0.000;0.000;0.000;;1;0001830;03;0.00;0.00;1;0;0;138289.80;;;591.47;44325.61;;78179.76;121.0;;;;25000.00;0.00;0.00;99441.15;138289.80;19360.57;7121.92;1037.17;13828.98;7121.92;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004549;;0424;0.0;0.00;;0.0;0.00;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;366.33;0.00;0.00;0.00;;0.00;0.00;;0.00;;32250000;920;0.000;0.000;0.000;0.000;0.000;0.000;;1;0001831;04;0.00;0.00;1;0;0;0.00;;;0.00;0.00;;0.00;0.0;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004553;;0424;199.0;102586.81;;1.0;0.00;102586.81;102586.81;;0.00;102586.81;;20414.78;0.00;7758.68;0.00;7758.68;0.00;;744.13;0.00;366.33;175.00;0.00;0.00;;0.00;0.00;;4944.00;;33200000;930;68725.220;744.130;4944.000;0.000;0.000;0.000;;1;0001834;06;0.00;0.00;1;0;0;102586.81;;;420.09;72899.14;;90824.34;199.0;;;;25000.00;0.00;0.00;74413.35;102586.81;14362.15;5283.22;769.40;10258.68;5283.22;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004560;;0424;224.0;152535.82;;0.0;0.00;152535.82;152535.82;;0.00;152535.82;;30354.63;0.00;12753.58;0.00;12753.58;0.00;;1094.28;0.00;384.64;176.00;0.00;0.00;;0.00;0.00;;6250.00;;32400000;910;102083.330;1094.280;6250.000;0.000;0.000;0.000;;1;0001837;03;0.00;0.00;1;0;0;152535.82;;;551.73;82057.32;;137775.94;224.0;;;;25000.00;0.00;0.00;109427.61;152535.82;21355.01;7855.59;1144.02;15253.58;7855.59;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004565;;0424;187.0;139007.45;;1.0;0.00;139007.45;139007.45;;0.00;139007.45;;27662.48;0.00;11400.75;0.00;11400.75;0.00;;0.00;0.00;366.33;175.00;0.00;0.00;;0.00;0.00;;2155.00;;32320000;930;97789.220;0.000;2155.000;0.000;0.000;0.000;;1;0004565;03;0.00;0.00;1;0;0;139007.45;;;630.83;68503.21;;123993.79;187.0;;;;25000.00;0.00;0.00;99944.22;139007.45;19461.04;7158.88;1042.56;13900.75;7158.88;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004583;;0424;202.0;134334.39;;0.0;0.00;134334.39;134334.39;;0.00;134334.39;;26732.54;0.00;10933.44;0.00;10933.44;0.00;;966.68;0.00;366.33;176.00;0.00;0.00;;0.00;0.00;;1516.00;;31200000;997;94185.730;966.680;1516.000;0.000;0.000;0.000;;1;0001843;06;0.00;0.00;1;0;0;134334.39;;;549.77;73998.12;;120013.90;202.0;;;;25000.00;0.00;0.00;96668.41;134334.39;18806.81;6918.22;1007.51;13433.44;6918.22;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004586;;0424;126.0;97553.09;;72.0;43598.35;141151.44;141151.44;;0.00;141151.44;;28089.14;0.00;11615.14;0.00;11615.14;0.00;;1014.47;0.00;366.33;104.00;0.00;0.00;;0.00;0.00;;150.00;;32250000;980;100282.690;1014.470;150.000;0.000;0.000;0.000;;1;0001844;03;0.00;0.00;1;0;0;141151.44;;;596.53;46157.24;;81594.68;126.0;;;;25000.00;0.00;0.00;101447.16;141151.44;19761.20;7269.30;1058.64;14115.14;7269.30;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004594;;0424;176.0;130281.95;;0.0;0.00;130281.95;130281.95;;0.00;130281.95;;25926.11;0.00;10528.20;0.00;10528.20;0.00;;0.00;0.00;366.33;176.00;0.00;0.00;;0.00;0.00;;1363.00;;32320000;930;92464.640;0.000;1363.000;0.000;0.000;0.000;;1;0001845;03;0.00;0.00;1;0;0;130281.95;;;630.83;64473.61;;113850.19;176.0;;;;25000.00;0.00;0.00;93827.64;130281.95;18239.47;6709.52;977.11;13028.20;6709.52;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004611;;0424;270.0;121007.15;;3.0;0.00;121007.15;121007.15;;0.00;121007.15;;24080.42;0.00;9600.72;0.00;9600.72;0.00;;5873.26;0.00;329.69;173.00;0.00;0.00;;0.00;0.00;;10332.13;;32120000;910;71120.620;5873.260;10332.130;0.000;0.000;0.000;;1;0001848;03;0.00;0.00;1;0;0;121007.15;;;348.90;98908.38;;112073.91;270.0;;;;25000.00;0.00;0.00;87326.01;121007.15;16941.00;6231.87;907.55;12100.72;6231.87;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004618;;0424;106.0;51033.64;;74.0;26723.15;77756.79;77756.79;;0.00;77756.79;;15473.60;0.00;5275.68;0.00;5275.68;0.00;;570.08;0.00;366.33;102.00;0.00;0.00;;0.00;0.00;;605.00;;32260000;910;55832.430;570.080;605.000;0.000;0.000;0.000;;1;0001850;03;0.00;0.00;1;0;0;77756.79;;;370.38;38830.70;;41495.58;106.0;;;;25000.00;0.00;0.00;57007.51;77756.79;10885.95;4004.47;583.18;7775.68;4004.47;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004623;;0424;191.0;161848.77;;0.0;0.00;161848.77;161848.77;;0.00;161848.77;;32207.91;0.00;13684.88;0.00;13684.88;0.00;;1159.56;0.00;366.33;176.00;0.00;0.00;;0.00;0.00;;605.00;;31200000;930;114191.420;1159.560;605.000;0.000;0.000;0.000;;1;0001852;07;0.00;0.00;1;0;0;161848.77;;;711.88;69968.52;;143305.74;191.0;;;;25000.00;0.00;0.00;115955.98;161848.77;22658.83;8335.21;1213.87;16184.88;8335.21;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004634;;0424;145.0;78306.92;;32.0;13650.12;91957.04;91957.04;;0.00;91957.04;;18299.45;0.00;6695.70;0.00;6695.70;0.00;;669.76;0.00;366.33;144.00;0.00;0.00;;0.00;0.00;;7784.00;;42000000;930;58508.130;669.760;7784.000;0.000;0.000;0.000;;1;0001855;06;0.00;0.00;1;0;0;91957.04;;;441.18;53117.46;;66749.79;145.0;;;;25000.00;0.00;0.00;66961.89;91957.04;12873.99;4735.79;689.68;9195.70;4735.79;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004638;;0424;56.0;35054.05;;120.0;48195.40;83249.45;83249.45;;0.00;83249.45;;16566.64;0.00;5824.95;0.00;5824.95;0.00;;608.58;0.00;366.33;56.00;0.00;0.00;;0.00;0.00;;1248.00;;32210000;910;59001.280;608.580;1248.000;0.000;0.000;0.000;;1;0001857;02;0.00;0.00;1;0;0;83249.45;;;397.19;20514.33;;24708.15;56.0;;;;25000.00;0.00;0.00;60857.86;83249.45;11654.92;4287.35;624.37;8324.95;4287.35;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004657;;0424;62.0;36351.93;;114.0;44665.11;81017.04;81017.04;;0.00;81017.04;;16122.39;0.00;5601.70;0.00;5601.70;0.00;;592.93;0.00;366.33;62.00;0.00;0.00;;0.00;0.00;;3801.22;;23100000;930;54898.800;592.930;3801.220;0.000;0.000;0.000;;1;0002193;06;0.00;0.00;1;0;0;81017.04;;;396.05;22712.29;;26035.51;62.0;;;;25000.00;0.00;0.00;59292.95;81017.04;11342.39;4172.38;607.63;8101.70;4172.38;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004663;;0424;183.0;110220.48;;0.0;0.00;110220.48;110220.48;;0.00;110220.48;;21933.88;0.00;8522.05;0.00;8522.05;0.00;;0.00;0.00;366.33;183.00;0.00;0.00;;0.00;0.00;;12553.00;;32340000;992;67211.550;0.000;12553.000;0.000;0.000;0.000;;1;0001863;03;0.00;0.00;1;0;0;110220.48;;;468.72;67037.90;;96496.36;183.0;;;;25000.00;0.00;0.00;79764.55;110220.48;15430.87;5676.35;826.65;11022.05;5676.35;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004668;;0424;176.0;47744.73;;0.0;0.00;70630.01;70630.01;;0.00;70630.01;;14055.37;0.00;4563.00;0.00;4563.00;0.00;;520.12;0.00;366.33;0.00;0.00;0.00;;0.00;0.00;;41957.61;;32310000;991;9533.910;520.120;41957.610;0.000;0.000;0.000;;1;0001865;06;70630.01;0.00;0;1;0;70630.01;;;236.30;64473.61;;0.00;0.0;;;;25000.00;0.00;0.00;52011.64;70630.01;9888.20;3637.45;529.73;7063.00;3637.45;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004669;;0424;208.0;116745.37;;0.0;0.00;116745.37;116745.37;;0.00;116745.37;;23232.33;0.00;9174.54;0.00;9174.54;0.00;;843.39;0.00;384.64;176.00;0.00;0.00;;0.00;0.00;;6698.00;;32250000;930;76797.110;843.390;6698.000;0.000;0.000;0.000;;1;0001866;03;0.00;0.00;1;0;0;116745.37;;;458.11;76196.08;;104489.92;208.0;;;;25000.00;0.00;0.00;84338.50;116745.37;16344.35;6012.39;875.59;11674.54;6012.39;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004677;;0424;176.0;96030.79;;0.0;0.00;96030.79;96030.79;;0.00;96030.79;;19110.13;0.00;7103.08;0.00;7103.08;0.00;;698.18;0.00;384.64;176.00;0.00;0.00;;0.00;0.00;;0.00;;32260000;930;69119.400;698.180;0.000;0.000;0.000;0.000;;1;0001867;03;0.00;0.00;1;0;0;96030.79;;;458.11;64473.61;;83452.82;176.0;;;;25000.00;0.00;0.00;69817.58;96030.79;13444.31;4945.59;720.23;9603.08;4945.59;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004683;;0424;128.0;103165.08;;72.0;42459.58;145624.66;145624.66;;0.00;145624.66;;28979.31;0.00;12062.47;0.00;12062.47;0.00;;0.00;0.00;384.64;104.00;0.00;0.00;;0.00;0.00;;0.00;;32250000;930;104582.880;0.000;0.000;0.000;0.000;0.000;;1;0001870;03;0.00;0.00;1;0;0;145624.66;;;607.50;46889.90;;87340.88;128.0;;;;25000.00;0.00;0.00;104582.88;145624.66;20387.45;7499.67;1092.18;14562.47;7499.67;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004693;;0424;115.0;89605.84;;72.0;43817.31;133423.15;133423.15;;0.00;133423.15;;26551.21;0.00;10842.32;0.00;10842.32;0.00;;960.30;0.00;366.33;104.00;0.00;0.00;;0.00;0.00;;150.00;;32220000;930;94919.320;960.300;150.000;0.000;0.000;0.000;;1;0001873;03;0.00;0.00;1;0;0;133423.15;;;592.99;42127.64;;74159.74;115.0;;;;25000.00;0.00;0.00;96029.62;133423.15;18679.24;6871.29;1000.67;13342.32;6871.29;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004694;;0424;176.0;86065.12;;0.0;0.00;86065.12;86065.12;;0.00;86065.12;;17126.96;0.00;6106.51;0.00;6106.51;0.00;;628.32;0.00;366.33;176.00;0.00;0.00;;0.00;0.00;;150.00;;33100000;930;62053.330;628.320;150.000;0.000;0.000;0.000;;1;0001874;03;0.00;0.00;1;0;0;86065.12;;;411.98;64473.61;;75333.79;176.0;;;;25000.00;0.00;0.00;62831.65;86065.12;12049.12;4432.35;645.49;8606.51;4432.35;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004695;;0424;165.0;91433.19;;11.0;0.00;91433.19;91433.19;;0.00;91433.19;;18195.20;0.00;6643.32;0.00;6643.32;0.00;;665.95;0.00;366.33;165.00;0.00;0.00;;0.00;0.00;;1558.00;;32340000;910;64370.720;665.950;1558.000;0.000;0.000;0.000;;1;0001875;04;0.00;0.00;1;0;0;91433.19;;;468.72;60444.01;;79987.05;165.0;;;;25000.00;0.00;0.00;66594.67;91433.19;12800.65;4708.81;685.75;9143.32;4708.81;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004698;;0424;188.0;149941.58;;0.0;0.00;149941.58;149941.58;;0.00;149941.58;;29838.37;0.00;12494.16;0.00;12494.16;0.00;;1076.09;0.00;366.33;176.00;0.00;0.00;;0.00;0.00;;1484.00;;32320000;930;105048.960;1076.090;1484.000;0.000;0.000;0.000;;1;0001877;03;0.00;0.00;1;0;0;149941.58;;;671.35;68869.54;;132454.18;188.0;;;;25000.00;0.00;0.00;107609.05;149941.58;20991.82;7721.99;1124.56;14994.16;7721.99;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004699;;0424;120.0;76095.78;;72.0;36911.66;113007.44;113007.44;;0.00;113007.44;;22488.48;0.00;8800.74;0.00;8800.74;0.00;;819.17;0.00;366.33;118.00;0.00;0.00;;0.00;0.00;;4738.00;;32340000;992;76161.050;819.170;4738.000;0.000;0.000;0.000;;1;0001878;03;0.00;0.00;1;0;0;113007.44;;;485.37;43959.28;;62447.13;120.0;;;;25000.00;0.00;0.00;81718.22;113007.44;15821.04;5819.88;847.56;11300.74;5819.88;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004701;;0424;200.0;131600.99;;0.0;0.00;131600.99;131600.99;;0.00;131600.99;;26188.60;0.00;10660.10;0.00;10660.10;0.00;;947.52;0.00;384.64;176.00;0.00;0.00;;0.00;0.00;;21139.75;;32250000;910;72665.020;947.520;21139.750;0.000;0.000;0.000;;1;0001880;03;0.00;0.00;1;0;0;131600.99;;;543.22;73265.47;;117068.79;200.0;;;;25000.00;0.00;0.00;94752.29;131600.99;18424.14;6777.45;987.01;13160.10;6777.45;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004703;;0424;208.0;125659.32;;0.0;0.00;125659.32;125659.32;;0.00;125659.32;;25006.20;0.00;10065.93;0.00;10065.93;0.00;;0.00;0.00;366.33;186.00;0.00;0.00;;0.00;0.00;;1993.00;;32340000;910;88594.190;0.000;1993.000;0.000;0.000;0.000;;1;0001881;06;0.00;0.00;1;0;0;125659.32;;;468.72;76196.08;;112756.40;208.0;;;;25000.00;0.00;0.00;90587.19;125659.32;17592.30;6471.45;942.44;12565.93;6471.45;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004712;;0424;165.0;101102.92;;13.0;1332.07;102434.99;102434.99;;0.00;102434.99;;20384.56;0.00;7743.50;0.00;7743.50;0.00;;0.00;0.00;366.33;163.00;0.00;0.00;;0.00;0.00;;838.00;;32230000;930;73468.930;0.000;838.000;0.000;0.000;0.000;;1;0002240;03;0.00;0.00;1;0;0;102434.99;;;512.94;60444.01;;88425.18;165.0;;;;25000.00;0.00;0.00;74306.93;102434.99;14340.90;5275.40;768.26;10243.50;5275.40;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004719;;0424;164.0;72261.83;;12.0;0.00;72261.83;72261.83;;0.00;72261.83;;14380.10;0.00;4726.18;0.00;4726.18;0.00;;531.56;0.00;366.33;164.00;0.00;0.00;;0.00;0.00;;20679.43;;32400000;910;31944.560;531.560;20679.430;0.000;0.000;0.000;;1;0002242;03;0.00;0.00;1;0;0;72261.83;;;369.84;60077.68;;63285.19;164.0;;;;25000.00;0.00;0.00;53155.55;72261.83;10116.66;3721.48;541.96;7226.18;3721.48;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004721;;0424;276.0;190236.91;;0.0;0.00;190236.91;190236.91;;0.00;190236.91;;37857.15;0.00;16523.69;0.00;16523.69;0.00;;1358.56;0.00;384.64;176.00;0.00;0.00;;0.00;0.00;;150.00;;32320000;920;134347.510;1358.560;150.000;0.000;0.000;0.000;;1;0002244;03;0.00;0.00;1;0;0;190236.91;;;543.22;101106.34;;176087.13;276.0;;;;25000.00;0.00;0.00;135856.07;190236.91;26633.17;9797.20;1426.78;19023.69;9797.20;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004722;;0424;214.0;111976.63;;0.0;0.00;111976.63;111976.63;;0.00;111976.63;;22283.35;0.00;8697.66;0.00;8697.66;0.00;;809.96;0.00;384.64;176.00;0.00;0.00;;0.00;0.00;;1830.00;;32400000;991;78355.660;809.960;1830.000;0.000;0.000;0.000;;1;0002245;03;0.00;0.00;1;0;0;111976.63;;;424.07;78394.05;;100631.87;214.0;;;;25000.00;0.00;0.00;80995.62;111976.63;15676.73;5766.80;839.82;11197.66;5766.80;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004723;;0424;187.0;115649.31;;4.0;0.00;115649.31;115649.31;;0.00;115649.31;;23014.21;0.00;9064.93;0.00;9064.93;0.00;;835.70;0.00;366.33;172.00;0.00;0.00;;0.00;0.00;;30113.44;;32290000;997;52621.030;835.700;30113.440;0.000;0.000;0.000;;1;0002246;03;0.00;0.00;1;0;0;115649.31;;;509.25;68503.21;;102685.93;187.0;;;;25000.00;0.00;0.00;83570.17;115649.31;16190.90;5955.94;867.37;11564.93;5955.94;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004729;;0424;186.0;118432.73;;2.0;680.77;119113.50;119113.50;;0.00;119113.50;;23703.59;0.00;9411.35;0.00;9411.35;0.00;;861.69;0.00;366.33;186.00;0.00;0.00;;0.00;0.00;;46866.01;;32330000;991;38270.860;861.690;46866.010;0.000;0.000;0.000;;1;0002248;03;0.00;0.00;1;0;0;119113.50;;;499.43;68136.88;;104536.56;186.0;;;;25000.00;0.00;0.00;85998.56;119113.50;16675.89;6134.35;893.35;11911.35;6134.35;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004730;;0424;188.0;102556.97;;0.0;0.00;102556.97;102556.97;;0.00;102556.97;;20408.84;0.00;7755.70;0.00;7755.70;0.00;;745.63;0.00;366.33;188.00;0.00;0.00;;0.00;0.00;;13663.49;;32330000;930;59983.310;745.630;13663.490;0.000;0.000;0.000;;1;0002249;03;0.00;0.00;1;0;0;102556.97;;;428.19;68869.54;;90642.91;188.0;;;;25000.00;0.00;0.00;74392.43;102556.97;14357.98;5281.68;769.18;10255.70;5281.68;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004734;;0424;196.0;92479.66;;0.0;0.00;92479.66;92479.66;;0.00;92479.66;;18403.45;0.00;6747.97;0.00;6747.97;0.00;;0.00;0.00;384.64;176.00;0.00;0.00;;0.00;0.00;;0.00;;32210000;980;67328.240;0.000;0.000;0.000;0.000;0.000;;1;0002250;06;0.00;0.00;1;0;0;92479.66;;;388.33;71800.16;;82364.52;196.0;;;;25000.00;0.00;0.00;67328.24;92479.66;12947.15;4762.70;693.60;9247.97;4762.70;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004739;;0424;176.0;50836.18;;0.0;0.00;71445.78;71445.78;;0.00;71445.78;;14217.71;0.00;4644.58;0.00;4644.58;0.00;;525.84;0.00;366.33;8.00;0.00;0.00;;0.00;0.00;;150.00;;32310000;930;51907.650;525.840;150.000;0.000;0.000;0.000;;1;0001884;03;71445.78;0.00;0;1;0;71445.78;;;249.23;64473.61;;3229.74;8.0;;;;25000.00;0.00;0.00;52583.49;71445.78;10002.41;3679.46;535.84;7144.58;3679.46;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004743;;0424;236.0;142149.74;;0.0;0.00;142149.74;142149.74;;0.00;142149.74;;28287.80;0.00;11714.97;0.00;11714.97;0.00;;1021.47;0.00;384.64;176.00;0.00;0.00;;0.00;0.00;;150.00;;32290000;920;100975.500;1021.470;150.000;0.000;0.000;0.000;;1;0004743;03;0.00;0.00;1;0;0;142149.74;;;492.16;86453.25;;132448.36;236.0;;;;25000.00;0.00;0.00;102146.97;142149.74;19900.96;7320.71;1066.12;14214.97;7320.71;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004759;;0424;192.0;121222.64;;0.0;0.00;121222.64;121222.64;;0.00;121222.64;;24123.31;0.00;9622.26;0.00;9622.26;0.00;;0.00;0.00;366.33;192.00;0.00;0.00;;0.00;0.00;;11424.01;;32330000;991;76053.060;0.000;11424.010;0.000;0.000;0.000;;1;0002273;03;0.00;0.00;1;0;0;121222.64;;;501.14;70334.85;;106597.34;192.0;;;;25000.00;0.00;0.00;87477.07;121222.64;16971.17;6242.97;909.17;12122.26;6242.97;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004763;;0424;139.0;99155.20;;72.0;41021.68;140176.88;140176.88;;0.00;140176.88;;27895.20;0.00;11517.69;0.00;11517.69;0.00;;1007.64;0.00;366.33;104.00;0.00;0.00;;0.00;0.00;;3186.00;;32290000;910;96570.350;1007.640;3186.000;0.000;0.000;0.000;;1;0001890;04;0.00;0.00;1;0;0;140176.88;;;534.00;50919.50;;85245.67;139.0;;;;25000.00;0.00;0.00;100763.99;140176.88;19624.76;7219.11;1051.33;14017.69;7219.11;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004769;;0424;203.0;151483.08;;0.0;0.00;151483.08;151483.08;;0.00;151483.08;;30145.13;0.00;12648.31;0.00;12648.31;0.00;;1086.90;0.00;384.64;176.00;0.00;0.00;;0.00;0.00;;150.00;;32250000;910;107452.740;1086.900;150.000;0.000;0.000;0.000;;1;0002269;03;0.00;0.00;1;0;0;151483.08;;;619.81;74364.45;;135774.49;203.0;;;;25000.00;0.00;0.00;108689.64;151483.08;21207.63;7801.38;1136.12;15148.31;7801.38;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004770;;0424;176.0;152685.21;;0.0;0.00;152685.21;152685.21;;0.00;152685.21;;30384.36;0.00;12768.52;0.00;12768.52;0.00;;0.00;0.00;366.33;176.00;0.00;0.00;;0.00;0.00;;3086.59;;21000000;930;106445.740;0.000;3086.590;0.000;0.000;0.000;;1;0002268;08;0.00;0.00;1;0;0;152685.21;;;744.30;64473.61;;133821.66;176.0;;;;25000.00;0.00;0.00;109532.33;152685.21;21375.93;7863.29;1145.14;15268.52;7863.29;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004773;;0424;188.0;131235.66;;6.0;2234.87;133470.53;133470.53;;0.00;133470.53;;26560.64;0.00;10847.05;0.00;10847.05;0.00;;960.63;0.00;366.33;170.00;0.00;0.00;;0.00;0.00;;6412.00;;32320000;991;88690.210;960.630;6412.000;0.000;0.000;0.000;;1;0002267;03;0.00;0.00;1;0;0;133470.53;;;575.04;68869.54;;116661.72;188.0;;;;25000.00;0.00;0.00;96062.84;133470.53;18685.87;6873.73;1001.03;13347.05;6873.73;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
