MBRD,RBVP,SLOV,SATI,IZNO,PERC,KOEF,RJ,BRIG,POK2,RBTC,KONT,RBKO
0005793,002,G,41,0,0,103892.72,202,05793,K,32320000,,
0005793,019,L,209,0,0,103892.72,202,05793,I,32320000,,
0005795,001,A,168,0,0,103892.72,305,05795,G,32250000,,
0005795,002,G,56,0,0,103892.72,305,05795,K,32250000,,
0005795,019,L,224,0,0,103892.72,305,05795,I,32250000,,
0005797,001,A,168,0,0,102466.19,401,00000,G,32320000,,
0005797,002,G,18,0,0,102466.19,401,00000,K,32320000,,
0005797,019,L,186,0,0,102466.19,401,00000,I,32320000,,
0005801,001,A,168,0,0,69655.92,602,05801,G,32120000,,
0005801,002,G,51,0,0,69655.92,602,05801,K,32120000,,
0005801,019,L,219,0,0,69655.92,602,05801,I,32120000,,
0005814,001,A,161,0,0,113878.46,304,05814,G,32240000,,
0005814,002,G,18,0,0,113878.46,304,05814,K,32240000,,
0005814,007,E,30,0,0,113878.46,304,05814,K,32240000,,
0005814,017,O,7,0,0,113878.46,304,05814,K,32240000,,
0005814,019,L,179,0,0,113878.46,304,05814,I,32240000,,
0005821,001,A,168,0,0,88200.86,303,05821,G,32230000,,
0005821,002,G,50,0,0,88200.86,303,05821,K,32230000,,
0005821,007,E,20,0,0,88200.86,303,05821,K,32230000,,
0005821,019,L,218,0,0,88200.86,303,05821,I,32230000,,
0005832,001,A,161,0,0,102466.19,306,05832,G,32260000,,
0005832,002,G,30,0,0,102466.19,306,05832,K,32260000,,
0005832,017,O,7,0,0,102466.19,306,05832,K,32260000,,
0005832,019,L,191,0,0,102466.19,306,05832,I,32260000,,
0005833,001,A,164,0,0,68229.39,301,00000,G,32210000,,
0005833,002,G,70,0,0,68229.39,301,00000,K,32210000,,
0005833,008,E,110,0,0,68229.39,301,00000,K,32210000,,
0005833,017,O,4,0,0,68229.39,301,00000,K,32210000,,
0005833,019,L,234,0,0,68229.39,301,00000,I,32210000,,
0005836,001,A,104,0,0,65091.01,302,05836,G,32220000,,
0005836,009,O,64,0,0,65091.01,302,05836,G,32220000,,
0005836,019,L,104,0,0,65091.01,302,05836,I,32220000,,
0005860,001,A,168,0,0,75362.05,301,00000,G,32210000,,
0005860,002,G,47,0,0,75362.05,301,00000,K,32210000,,
0005860,008,E,110,0,0,75362.05,301,00000,K,32210000,,
0005860,019,L,215,0,0,75362.05,301,00000,I,32210000,,
0005861,001,A,56,0,0,78215.12,301,00000,G,32210000,,
0005861,012,C,112,0,0,78215.12,301,00000,G,32210000,,
0005861,019,L,56,0,0,78215.12,301,00000,I,32210000,,
0005862,001,A,168,0,0,86774.32,602,00000,G,32120000,,
0005862,002,G,144,0,0,86774.32,602,00000,K,32120000,,
0005862,019,L,312,0,0,86774.32,602,00000,I,32120000,,
0005865,001,A,168,0,0,75362.05,301,00000,G,32210000,,
0005865,002,G,34,0,0,75362.05,301,00000,K,32210000,,
0005865,007,E,20,0,0,75362.05,301,00000,K,32210000,,
0005865,008,E,80,0,0,75362.05,301,00000,K,32210000,,
0005865,019,L,202,0,0,75362.05,301,00000,I,32210000,,
0005866,001,A,161,0,0,75362.05,301,00000,G,32210000,,
0005866,002,G,77,0,0,75362.05,301,00000,K,32210000,,
0005866,017,O,7,0,0,75362.05,301,00000,K,32210000,,
0005866,019,L,238,0,0,75362.05,301,00000,I,32210000,,
0005869,001,A,96,0,0,92480.46,404,05869,G,32250000,,
0005869,002,G,38,0,0,92480.46,404,05869,K,32250000,,
0005869,009,O,72,0,0,92480.46,404,05869,G,32250000,,
0005869,019,L,134,0,0,92480.46,404,05869,I,32250000,,
0005875,009,O,80,0,0,65091.01,603,00000,G,31300000,,
0005875,014,O,0,0,88,65091.01,603,00000,G,31300000,,
0005887,001,A,168,0,0,75362.05,301,00000,G,32210000,,
0005887,002,G,21,0,0,75362.05,301,00000,K,32210000,,
0005887,007,E,20,0,0,75362.05,301,00000,K,32210000,,
0005887,008,E,90,0,0,75362.05,301,00000,K,32210000,,
0005887,019,L,189,0,0,75362.05,301,00000,I,32210000,,
0005890,001,A,168,0,0,99613.12,202,05890,G,32320000,,
0005890,002,G,48,0,0,99613.12,202,05890,K,32320000,,
0005890,019,L,216,0,0,99613.12,202,05890,I,32320000,,
0005891,001,A,168,0,0,91053.92,305,05891,G,32250000,,
0005891,002,G,55,0,0,91053.92,305,05891,K,32250000,,
0005891,019,L,223,0,0,91053.92,305,05891,I,32250000,,
0005896,001,A,168,0,0,82494.72,303,05896,G,32210000,,
0005896,002,G,54,0,0,82494.72,303,05896,K,32210000,,
0005896,019,L,222,0,0,82494.72,303,05896,I,32210000,,
0005898,001,A,167,0,0,92480.46,602,05898,G,32120000,,
0005898,002,G,23,0,0,92480.46,602,05898,K,32120000,,
0005898,004,B,40,0,0,92480.46,602,05898,K,32120000,,
0005898,017,O,1,0,0,92480.46,602,05898,K,32120000,,
0005898,019,L,190,0,0,92480.46,602,05898,I,32120000,,
0005901,001,A,165,0,0,91053.92,304,05901,G,32240000,,
0005901,002,G,24,0,0,91053.92,304,05901,K,32240000,,
0005901,007,E,30,0,0,91053.92,304,05901,K,32240000,,
0005901,017,O,3,0,0,91053.92,304,05901,K,32240000,,
0005901,019,L,189,0,0,91053.92,304,05901,I,32240000,,
0005910,001,A,166,0,0,76788.59,302,05910,G,32220000,,
0005910,002,G,44,0,0,76788.59,302,05910,K,32220000,,
0005910,007,E,30,0,0,76788.59,302,05910,K,32220000,,
0005910,017,O,2,0,0,76788.59,302,05910,K,32220000,,
0005910,019,L,210,0,0,76788.59,302,05910,I,32220000,,
0005913,001,A,168,0,0,150968.33,202,00000,G,32320000,,
0005913,002,G,38,0,0,150968.33,202,00000,K,32320000,,
0005913,019,L,206,0,0,150968.33,202,00000,I,32320000,,
0005919,001,A,168,0,0,65376.32,301,00000,G,32210000,,
0005919,002,G,64,0,0,65376.32,301,00000,K,32210000,,
0005919,019,L,232,0,0,65376.32,301,00000,I,32210000,,
0005920,001,A,166,0,0,91053.92,306,05920,G,32260000,,
0005920,002,G,38,0,0,91053.92,306,05920,K,32260000,,
0005920,017,O,2,0,0,91053.92,306,05920,K,32260000,,
0005920,019,L,204,0,0,91053.92,306,05920,I,32260000,,
0005922,001,A,168,0,0,93906.99,202,05922,G,32320000,,
0005922,002,G,35,0,0,93906.99,202,05922,K,32320000,,
0005922,019,L,203,0,0,93906.99,202,05922,I,32320000,,
0005924,001,A,168,0,0,113878.46,403,05924,G,32220000,,
0005924,002,G,25,0,0,113878.46,403,05924,K,32220000,,
0005924,007,E,30,0,0,113878.46,403,05924,K,32220000,,
0005924,019,L,193,0,0,113878.46,403,05924,I,32220000,,
0005932,001,A,164,0,0,102466.19,303,05932,G,32230000,,
0005932,002,G,30,0,0,102466.19,303,05932,K,32230000,,
0005932,007,E,30,0,0,102466.19,303,05932,K,32230000,,
0005932,017,O,4,0,0,102466.19,303,05932,K,32230000,,
0005932,019,L,194,0,0,102466.19,303,05932,I,32230000,,
0005935,001,A,168,0,0,113878.46,304,05935,G,32240000,,
0005935,002,G,20,0,0,113878.46,304,05935,K,32240000,,
0005935,007,E,30,0,0,113878.46,304,05935,K,32240000,,
0005935,019,L,188,0,0,113878.46,304,05935,I,32240000,,
0005938,001,A,96,0,0,118158.06,305,05938,G,32250000,,
0005938,002,G,11,0,0,118158.06,305,05938,K,32250000,,
0005938,009,O,72,0,0,118158.06,305,05938,G,32250000,,
0005938,019,L,107,0,0,118158.06,305,05938,I,32250000,,
0005940,001,A,168,0,0,118930.1,300,00000,G,22300000,,
0005940,019,L,136,0,0,118930.1,300,00000,I,22300000,,
0005941,001,A,168,0,0,76788.59,306,05941,G,32250000,,
0005941,002,G,16,0,0,76788.59,306,05941,K,32250000,,
0005941,019,L,184,0,0,76788.59,306,05941,I,32250000,,
0005943,001,A,168,0,0,65091.01,202,05943,G,32320000,,
0005943,002,G,26,0,0,65091.01,202,05943,K,32320000,,
0005943,019,L,194,0,0,65091.01,202,05943,I,32320000,,
0005946,001,A,168,0,0,92480.46,306,05946,G,32250000,,
0005946,002,G,29,0,0,92480.46,306,05946,K,32250000,,
0005946,019,L,197,0,0,92480.46,306,05946,I,32250000,,
0005950,001,A,168,0,0,103892.72,202,05950,G,32320000,,
0005950,002,G,20,0,0,103892.72,202,05950,K,32320000,,
0005950,019,L,188,0,0,103892.72,202,05950,I,32320000,,
0005961,001,A,168,0,0,96760.06,302,05961,G,32220000,,
0005961,002,G,40,0,0,96760.06,302,05961,K,32220000,,
0005961,019,L,208,0,0,96760.06,302,05961,I,32220000,,
0005978,001,A,158,0,0,65091.01,303,05978,G,32230000,,
0005978,002,G,50,0,0,65091.01,303,05978,K,32230000,,
0005978,017,O,8,0,0,65091.01,303,05978,K,32230000,,
0005978,018,O,2,0,0,65091.01,303,05978,K,32230000,,
0005978,019,L,208,0,0,65091.01,303,05978,I,32230000,,
0005979,001,A,168,0,0,82494.72,309,00000,G,32290000,,
0005979,002,G,122,0,0,82494.72,309,00000,K,32290000,,
0005979,007,E,40,0,0,82494.72,309,00000,K,32290000,,
0005979,008,E,40,0,0,82494.72,309,00000,K,32290000,,
0005979,019,L,290,0,0,82494.72,309,00000,I,32290000,,
0005980,001,A,164,0,0,113878.46,409,05980,G,32230000,,
0005980,002,G,40,0,0,113878.46,409,05980,K,32230000,,
0005980,007,E,17,0,0,113878.46,409,05980,K,32230000,,
0005980,017,O,4,0,0,113878.46,409,05980,K,32230000,,
0005980,019,L,204,0,0,113878.46,409,05980,I,32230000,,
0005987,001,A,128,0,0,103892.72,202,05987,G,32320000,,
0005987,002,G,30,0,0,103892.72,202,05987,K,32320000,,
0005987,010,O,40,0,0,103892.72,202,05987,G,32320000,,
0005987,019,L,158,0,0,103892.72,202,05987,I,32320000,,
0005990,001,A,168,0,0,91053.92,304,05990,G,32240000,,
0005990,002,G,18,0,0,91053.92,304,05990,K,32240000,,
0005990,007,E,40,0,0,91053.92,304,05990,K,32240000,,
0005990,019,L,186,0,0,91053.92,304,05990,I,32240000,,
0005995,001,A,168,0,0,79641.65,300,00000,G,22100000,,
0005995,019,L,168,0,0,79641.65,300,00000,I,22100000,,
0005998,001,A,168,0,0,73935.52,602,00000,G,31200000,,
0005998,002,G,17,0,0,73935.52,602,00000,K,31200000,,
0005998,019,L,185,0,0,73935.52,602,00000,I,31200000,,
0005999,001,A,156,0,0,72508.99,602,00000,G,31200000,,
0005999,002,G,41,0,0,72508.99,602,00000,K,31200000,,
0005999,018,O,12,0,0,72508.99,602,00000,K,31200000,,
0005999,019,L,197,0,0,72508.99,602,00000,I,31200000,,
0006001,001,A,168,0,0,50000,900,00000,G,40000000,,
0006001,019,L,168,0,0,50000,900,00000,I,40000000,,
0006007,001,A,168,0,0,65091.01,303,06007,G,32230000,,
0006007,019,L,168,0,0,65091.01,303,06007,I,32230000,,
0006009,001,A,167,0,0,125290.73,601,00000,G,31200000,,
0006009,002,G,26,0,0,125290.73,601,00000,K,31200000,,
0006009,018,O,1,0,0,125290.73,601,00000,K,31200000,,
0006009,019,L,193,0,0,125290.73,601,00000,I,31200000,,
0006010,001,A,168,0,0,82494.72,309,00000,G,32290000,,
0006010,002,G,46,0,0,82494.72,309,00000,K,32290000,,
0006010,007,E,20,0,0,82494.72,309,00000,K,32290000,,
0006010,019,L,214,0,0,82494.72,309,00000,I,32290000,,
0006012,001,A,168,0,0,82494.72,300,00000,G,22100000,,
0006012,002,G,8,0,0,82494.72,300,00000,K,22100000,,
0006012,019,L,176,0,0,82494.72,300,00000,I,22100000,,
0006014,001,A,168,0,0,118930.1,300,00000,G,22200000,,
0006014,019,L,160,0,0,118930.1,300,00000,I,22200000,,
0006016,001,A,168,0,0,92480.46,601,00000,G,31200000,,
0006016,002,G,23,0,0,92480.46,601,00000,K,31200000,,
0006016,019,L,191,0,0,92480.46,601,00000,I,31200000,,
0006017,001,A,160,0,0,101039.66,307,06017,G,32270000,,
0006017,002,G,66,0,0,101039.66,307,06017,K,32270000,,
0006017,007,E,50,0,0,101039.66,307,06017,K,32270000,,
0006017,017,O,8,0,0,101039.66,307,06017,K,32270000,,
0006017,019,L,226,0,0,101039.66,307,06017,I,32270000,,
0006018,001,A,168,0,0,66802.85,309,00000,G,32290000,,
0006018,002,G,48,0,0,66802.85,309,00000,K,32290000,,
0006018,007,E,10,0,0,66802.85,309,00000,K,32290000,,
0006018,019,L,216,0,0,66802.85,309,00000,I,32290000,,
0006021,001,A,168,0,0,93906.99,301,00000,G,32210000,,
0006021,002,G,17,0,0,93906.99,301,00000,K,32210000,,
0006021,019,L,185,0,0,93906.99,301,00000,I,32210000,,
0006025,014,O,0,0,168,93906.99,900,00000,G,23100000,,
0006026,001,A,168,0,0,105319.26,900,00000,G,41000000,,
0006026,019,L,168,0,0,105319.26,900,00000,I,41000000,,
0006027,001,A,168,0,0,111369.47,300,00000,G,22100000,,
0006027,002,G,33,0,0,111369.47,300,00000,K,22100000,,
0006027,019,L,129,0,0,111369.47,300,00000,I,22100000,,
0006032,001,A,168,0,0,119584.59,200,00000,G,21000000,,
0006032,002,G,6,0,0,119584.59,200,00000,K,21000000,,
0006032,019,L,174,0,0,119584.59,200,00000,I,21000000,,
0006037,001,A,168,0,0,86774.32,800,00000,G,33300000,,
0006037,002,G,47,0,0,86774.32,800,00000,K,33300000,,
0006037,019,L,215,0,0,86774.32,800,00000,I,33300000,,
0006049,014,O,0,0,168,65376.32,602,06049,G,32120000,,
0006055,001,A,168,0,0,108944.37,300,00000,G,22100000,,
0006055,019,L,168,0,0,108944.37,300,00000,I,22100000,,
0006059,001,A,168,0,0,113878.46,202,06059,G,32320000,,
0006059,002,G,12,0,0,113878.46,202,06059,K,32320000,,
0006059,019,L,180,0,0,113878.46,202,06059,I,32320000,,
0006067,001,A,168,0,0,133849.93,604,00000,G,31400000,,
0006067,019,L,168,0,0,133849.93,604,00000,I,31400000,,
0006070,001,A,162,0,0,93906.99,307,06070,G,32270000,,
0006070,002,G,55,0,0,93906.99,307,06070,K,32270000,,
0006070,007,E,30,0,0,93906.99,307,06070,K,32270000,,
0006070,017,O,6,0,0,93906.99,307,06070,K,32270000,,
0006070,019,L,217,0,0,93906.99,307,06070,I,32270000,,
0006072,001,A,168,0,0,118158.06,306,06072,G,32250000,,
0006072,002,G,15,0,0,118158.06,306,06072,K,32250000,,
0006072,019,L,183,0,0,118158.06,306,06072,I,32250000,,
0006073,001,A,168,0,0,92480.46,306,06073,G,32250000,,
0006073,002,G,31,0,0,92480.46,306,06073,K,32250000,,
0006073,019,L,199,0,0,92480.46,306,06073,I,32250000,,
0006075,001,A,96,0,0,91053.92,306,06075,G,32250000,,
0006075,002,G,24,0,0,91053.92,306,06075,K,32250000,,
0006075,009,O,72,0,0,91053.92,306,06075,G,32250000,,
0006075,019,L,120,0,0,91053.92,306,06075,I,32250000,,
0006076,001,A,24,0,0,65091.01,302,06076,G,32220000,,
0006076,012,C,96,0,0,65091.01,302,06076,G,32220000,,
0006076,014,O,0,0,48,65091.01,302,06076,G,32220000,,
0006076,019,L,24,0,0,65091.01,302,06076,I,32220000,,
0006080,001,A,166,0,0,76788.59,602,06080,G,32260000,,
0006080,002,G,50,0,0,76788.59,602,06080,K,32260000,,
0006080,017,O,2,0,0,76788.59,602,06080,K,32260000,,
0006080,019,L,216,0,0,76788.59,602,06080,I,32260000,,
0006082,001,A,166,0,0,76788.59,602,06082,G,32120000,,
0006082,002,G,18,0,0,76788.59,602,06082,K,32120000,,
0006082,017,O,2,0,0,76788.59,602,06082,K,32120000,,
0006082,019,L,184,0,0,76788.59,602,06082,I,32120000,,
0006083,001,A,168,0,0,102466.19,302,06083,G,32220000,,
0006083,002,G,40,0,0,102466.19,302,06083,K,32220000,,
0006083,007,E,50,0,0,102466.19,302,06083,K,32220000,,
0006083,019,L,208,0,0,102466.19,302,06083,I,32220000,,
0006084,001,A,168,0,0,113878.46,202,06084,G,32320000,,
0006084,002,G,10,0,0,113878.46,202,06084,K,32320000,,
0006084,019,L,178,0,0,113878.46,202,06084,I,32320000,,
0006086,001,A,153,0,0,91053.92,302,06086,G,32220000,,
0006086,002,G,30,0,0,91053.92,302,06086,K,32220000,,
0006086,007,E,50,0,0,91053.92,302,06086,K,32220000,,
0006086,017,O,8,0,0,91053.92,302,06086,K,32220000,,
0006086,018,O,7,0,0,91053.92,302,06086,K,32220000,,
0006086,019,L,183,0,0,91053.92,302,06086,I,32220000,,
0006089,001,A,168,0,0,93906.99,307,06089,G,32270000,,
0006089,002,G,61,0,0,93906.99,307,06089,K,32270000,,
0006089,019,L,229,0,0,93906.99,307,06089,I,32270000,,
0006090,001,A,168,0,0,182352.07,303,00000,G,32230000,,
0006090,002,G,38,0,0,182352.07,303,00000,K,32230000,,
0006090,019,L,206,0,0,182352.07,303,00000,I,32230000,,
0006092,001,A,168,0,0,104236.8,601,00000,G,32300000,,
0006092,019,L,168,0,0,104236.8,601,00000,I,32300000,,
0006096,001,A,28,0,0,91053.92,403,06096,G,32240000,,
0006096,002,G,9,0,0,91053.92,403,06096,K,32240000,,
0006096,009,O,120,0,0,91053.92,403,06096,G,32240000,,
0006096,010,O,16,0,0,91053.92,403,06096,G,32240000,,
0006096,017,O,4,0,0,91053.92,403,06096,K,32240000,,
0006096,019,L,37,0,0,91053.92,403,06096,I,32240000,,
0006097,001,A,165,0,0,91053.92,403,06097,G,32230000,,
0006097,002,G,26,0,0,91053.92,403,06097,K,32230000,,
0006097,007,E,30,0,0,91053.92,403,06097,K,32230000,,
0006097,017,O,3,0,0,91053.92,403,06097,K,32230000,,
0006097,019,L,191,0,0,91053.92,403,06097,I,32230000,,
0006099,001,A,20,0,0,68229.39,301,00000,G,32210000,,
0006099,007,E,20,0,0,68229.39,301,00000,K,32210000,,
0006099,009,O,48,0,0,68229.39,301,00000,G,32210000,,
0006099,012,C,96,0,0,68229.39,301,00000,G,32210000,,
0006099,017,O,4,0,0,68229.39,301,00000,K,32210000,,
0006099,019,L,20,0,0,68229.39,301,00000,I,32210000,,
0006100,001,A,168,0,0,103892.72,202,06100,G,32320000,,
0006100,002,G,24,0,0,103892.72,202,06100,K,32320000,,
0006100,019,L,192,0,0,103892.72,202,06100,I,32320000,,
0006112,001,A,163,0,0,68229.39,307,06112,G,32270000,,
0006112,002,G,38,0,0,68229.39,307,06112,K,32270000,,
0006112,017,O,5,0,0,68229.39,307,06112,K,32270000,,
0006112,019,L,201,0,0,68229.39,307,06112,I,32270000,,
0006119,001,A,168,0,0,118158.06,202,06119,G,32320000,,
0006119,002,G,26,0,0,118158.06,202,06119,K,32320000,,
0006119,019,L,194,0,0,118158.06,202,06119,I,32320000,,
0006120,001,A,168,0,0,103892.72,202,06120,G,32320000,,
0006120,002,G,35,0,0,103892.72,202,06120,K,32320000,,
0006120,019,L,203,0,0,103892.72,202,06120,I,32320000,,
0006121,001,A,168,0,0,76788.59,302,06121,G,32120000,,
0006121,002,G,69,0,0,76788.59,302,06121,K,32120000,,
0006121,019,L,237,0,0,76788.59,302,06121,I,32120000,,
0006124,001,A,48,0,0,65091.01,302,06124,G,32220000,,
0006124,009,O,72,0,0,65091.01,302,06124,G,32220000,,
0006124,017,O,0,0,8,65091.01,302,06124,K,32220000,,
0006124,018,O,0,0,40,65091.01,302,06124,K,32220000,,
0006127,001,A,156,0,0,96760.06,303,06127,G,32230000,,
0006127,002,G,24,0,0,96760.06,303,06127,K,32230000,,
0006127,017,O,0,0,8,96760.06,303,06127,K,32230000,,
0006127,018,O,0,0,4,96760.06,303,06127,K,32230000,,
0006127,019,L,180,0,0,96760.06,303,06127,I,32230000,,
0006127,070,C,0,39523.69,0,96760.06,303,06127,G,32230000,,
0006128,001,A,159,0,0,75362.05,301,00000,G,32210000,,
0006128,002,G,13,0,0,75362.05,301,00000,K,32210000,,
0006128,008,E,100,0,0,75362.05,301,00000,K,32210000,,
0006128,017,O,8,0,0,75362.05,301,00000,K,32210000,,
0006128,018,O,1,0,0,75362.05,301,00000,K,32210000,,
0006128,019,L,172,0,0,75362.05,301,00000,I,32210000,,
0006129,001,A,168,0,0,65091.01,405,00000,G,42000000,,
0006129,019,L,168,0,0,65091.01,405,00000,I,42000000,,
0006133,001,A,168,0,0,118158.06,202,06133,G,32320000,,
0006133,002,G,24,0,0,118158.06,202,06133,K,32320000,,
0006133,019,L,192,0,0,118158.06,202,06133,I,32320000,,
0006134,001,A,96,0,0,103892.72,202,00000,G,32320000,,
0006134,002,G,30,0,0,103892.72,202,00000,K,32320000,,
0006134,009,O,72,0,0,103892.72,202,00000,G,32320000,,
0006134,019,L,126,0,0,103892.72,202,00000,I,32320000,,
0006138,001,A,96,0,0,85347.79,302,00000,G,32220000,,
0006138,002,G,38,0,0,85347.79,302,00000,K,32220000,,
0006138,009,O,72,0,0,85347.79,302,00000,G,32220000,,
0006138,019,L,134,0,0,85347.79,302,00000,I,32220000,,
0006139,001,A,165,0,0,79641.65,301,00000,G,32210000,,
0006139,017,O,3,0,0,79641.65,301,00000,K,32210000,,
0006139,019,L,165,0,0,79641.65,301,00000,I,32210000,,
0006152,001,A,168,0,0,113878.46,601,00000,G,31100000,,
0006152,002,G,12,0,0,113878.46,601,00000,K,31100000,,
0006152,019,L,180,0,0,113878.46,601,00000,I,31100000,,
0006154,001,A,168,0,0,97104.14,900,00000,G,42000000,,
0006154,019,L,168,0,0,97104.14,900,00000,I,42000000,,
0006155,001,A,168,0,0,91053.92,306,06155,G,32260000,,
0006155,002,G,37,0,0,91053.92,306,06155,K,32260000,,
0006155,019,L,205,0,0,91053.92,306,06155,I,32260000,,
0006162,001,A,108,0,0,91053.92,304,06162,G,32240000,,
0006162,002,G,40,0,0,91053.92,304,06162,K,32240000,,
0006162,007,E,40,0,0,91053.92,304,06162,K,32240000,,
0006162,009,O,56,0,0,91053.92,304,06162,G,32240000,,
0006162,017,O,4,0,0,91053.92,304,06162,K,32240000,,
0006162,019,L,148,0,0,91053.92,304,06162,I,32240000,,
0006163,001,A,108,0,0,65091.01,306,06163,G,32260000,,
0006163,002,G,14,0,0,65091.01,306,06163,K,32260000,,
0006163,009,O,56,0,0,65091.01,306,06163,G,32260000,,
0006163,017,O,4,0,0,65091.01,306,06163,K,32260000,,
0006163,019,L,122,0,0,65091.01,306,06163,I,32260000,,
0006164,001,A,96,0,0,102466.19,602,06164,G,32320000,,
0006164,002,G,12,0,0,102466.19,602,06164,K,32320000,,
0006164,009,O,72,0,0,102466.19,602,06164,G,32320000,,
0006164,019,L,108,0,0,102466.19,602,06164,I,32320000,,
0006166,001,A,128,0,0,102466.19,202,06166,G,32320000,,
0006166,002,G,24,0,0,102466.19,202,06166,K,32320000,,
0006166,012,C,40,0,0,102466.19,202,06166,G,32320000,,
0006166,019,L,152,0,0,102466.19,202,06166,I,32320000,,
0006168,001,A,168,0,0,92480.46,202,06168,G,32320000,,
0006168,002,G,53,0,0,92480.46,202,06168,K,32320000,,
0006168,019,L,221,0,0,92480.46,202,06168,I,32320000,,
0006170,001,A,111,0,0,68229.39,602,06170,G,32120000,,
0006170,002,G,29,0,0,68229.39,602,06170,K,32120000,,
0006170,009,O,96,0,0,68229.39,602,06170,G,32120000,,
0006170,017,O,1,0,0,68229.39,602,06170,K,32120000,,
0006170,019,L,140,0,0,68229.39,602,06170,I,32120000,,
0006174,001,A,168,0,0,92480.46,202,06174,G,32320000,,
0006174,002,G,59,0,0,92480.46,202,06174,K,32320000,,
0006174,019,L,227,0,0,92480.46,202,06174,I,32320000,,
0006185,001,A,160,0,0,92480.46,306,06185,G,32250000,,
0006185,002,G,60,0,0,92480.46,306,06185,K,32250000,,
0006185,010,O,8,0,0,92480.46,306,06185,G,32250000,,
0006185,019,L,220,0,0,92480.46,306,06185,I,32250000,,
0006187,001,A,168,0,0,91053.92,306,06187,G,32250000,,
0006187,002,G,20,0,0,91053.92,306,06187,K,32250000,,
0006187,019,L,188,0,0,91053.92,306,06187,I,32250000,,
0006191,001,A,168,0,0,104236.8,300,00000,G,22300000,,
0006191,002,G,20,0,0,104236.8,300,00000,K,22300000,,
0006191,019,L,124,0,0,104236.8,300,00000,I,22300000,,
0006192,001,A,162,0,0,175219.4,601,00000,G,31200000,,
0006192,002,G,21,0,0,175219.4,601,00000,K,31200000,,
0006192,018,O,6,0,0,175219.4,601,00000,K,31200000,,
0006192,019,L,183,0,0,175219.4,601,00000,I,31200000,,
0006194,001,A,104,0,0,91053.92,302,06194,G,32220000,,
0006194,002,G,29,0,0,91053.92,302,06194,K,32220000,,
0006194,013,C,64,0,0,91053.92,302,06194,G,32220000,,
0006194,019,L,133,0,0,91053.92,302,06194,I,32220000,,
0006200,001,A,168,0,0,54648.79,900,00000,G,41000000,,
0006200,019,L,168,0,0,54648.79,900,00000,I,41000000,,
0006206,001,A,101,0,0,113878.46,302,06206,G,32220000,,
0006206,002,G,15,0,0,113878.46,302,06206,K,32220000,,
0006206,012,C,64,0,0,113878.46,302,06206,G,32220000,,
0006206,017,O,3,0,0,113878.46,302,06206,K,32220000,,
0006206,019,L,116,0,0,113878.46,302,06206,I,32220000,,
0006211,001,A,168,0,0,113878.46,304,06211,G,32320000,,
0006211,002,G,20,0,0,113878.46,304,06211,K,32320000,,
0006211,019,L,188,0,0,113878.46,304,06211,I,32320000,,
0006214,001,A,168,0,0,105319.26,305,06214,G,32250000,,
0006214,002,G,59,0,0,105319.26,305,06214,K,32250000,,
0006214,019,L,227,0,0,105319.26,305,06214,I,32250000,,
0006216,001,A,123,0,0,75362.05,301,00000,G,32210000,,
0006216,002,G,6,0,0,75362.05,301,00000,K,32210000,,
0006216,008,E,60,0,0,75362.05,301,00000,K,32210000,,
0006216,012,C,40,0,0,75362.05,301,00000,G,32210000,,
0006216,017,O,5,0,0,75362.05,301,00000,K,32210000,,
0006216,019,L,129,0,0,75362.05,301,00000,I,32210000,,
0006219,001,A,168,0,0,103892.72,200,00000,G,21000000,,
0006219,019,L,168,0,0,103892.72,200,00000,I,21000000,,
0006220,001,A,168,0,0,83266.76,200,00000,G,21000000,,
0006220,019,L,136,0,0,83266.76,200,00000,I,21000000,,
0006221,001,A,168,0,0,104236.8,500,00000,G,23100000,,
0006221,019,L,168,0,0,104236.8,500,00000,I,23100000,,
0006222,001,A,168,0,0,71082.45,201,00000,G,32310000,,
0006222,002,G,24,0,0,71082.45,201,00000,K,32310000,,
0006222,019,L,192,0,0,71082.45,201,00000,I,32310000,,
0006224,001,A,128,0,0,96760.06,405,00000,G,42000000,,
0006224,002,G,2,0,0,96760.06,405,00000,K,42000000,,
0006224,009,O,40,0,0,96760.06,405,00000,G,42000000,,
0006224,019,L,130,0,0,96760.06,405,00000,I,42000000,,
0006225,001,A,166,0,0,82494.72,303,06225,G,32230000,,
0006225,002,G,52,0,0,82494.72,303,06225,K,32230000,,
0006225,017,O,2,0,0,82494.72,303,06225,K,32230000,,
0006225,019,L,218,0,0,82494.72,303,06225,I,32230000,,
0006227,001,A,168,0,0,93906.99,200,06227,G,21000000,,
0006227,019,L,168,0,0,93906.99,200,06227,I,21000000,,
0006231,001,A,168,0,0,71082.45,200,00000,G,21000000,,
0006231,002,G,40,0,0,71082.45,200,00000,K,21000000,,
0006231,019,L,208,0,0,71082.45,200,00000,I,21000000,,
0006232,001,A,168,0,0,104236.8,300,00000,G,22300000,,
0006232,002,G,40,0,0,104236.8,300,00000,K,22300000,,
0006232,019,L,128,0,0,104236.8,300,00000,I,22300000,,
0006233,001,A,168,0,0,68229.39,601,00000,G,32110000,,
0006233,007,E,80,0,0,68229.39,601,00000,K,32110000,,
0006233,019,L,168,0,0,68229.39,601,00000,I,32110000,,
0006234,014,O,0,0,168,78215.12,202,06234,G,32320000,,
0006235,001,A,168,0,0,103892.72,202,06235,G,32320000,,
