SM;SIFRA_Materijala;NAZIV;DIMENZIJA;KVALITET;STANDARD;JM;KONTO;POCST_Kolicina;POCST_Vrednost;ULAZKolicina;ULAZ_Vrednost;IZLAZKolicina;IZLAZ_Vrednost;STANJE_Kolicina;STANJE_Vrednost;CENA
71;521750331;OZNAKA;PMH 1 simbol +;;;kom;101800;100;436;0;0;0;0;100;436;4.36
71;521750473;PLOC.ZA OZNA;40x20;;;kom;101800;0;0;50;376.13;50;376.13;0;0;0
71;521770300;STEZALJKA RE;2.5/12;;;kom;101800;6800;10928.4;0;0;0;0;6800;10928.4;1.61
71;521781287;DRZAC;R 00-3;;;kom;101800;0;0;2;3031.6;2;3031.6;0;0;0
71;521781719;PRIKLJUCAK Z;2.5-16mm.RIT 3456500 S;;;gar;101800;1;14210.13;0;0;0;0;1;14210.13;14210.13
71;523100604;PREKIDAC;XB4BA31;;;kom;101800;10;8253.23;0;0;0;0;10;8253.23;825.32
71;523100605;PREKIDAC;XB4BA42;;;kom;101800;10;8015.4;0;0;0;0;10;8015.4;801.54
71;523102131;SKLOPKA GREB;4G-10-77-U 6 segmen.;;;kom;101800;4;11760;0;0;0;0;4;11760;2940
71;523102172;OSIGURAC;A9F73410;;;kom;101800;4;7745.04;0;0;4;7745.04;0;0;0
71;523102210;PREKIDAC;S203M-B10 2CDS273001R0;;;kom;101800;0;0;3;4167.46;3;4167.46;0;0;0
71;523102212;PREKIDAC;S202M-B6;;;kom;101800;0;0;10;19055.69;10;19055.69;0;0;0
71;523102262;OSIGURAC;2CDS272001R0044;;;kom;101000;0;0;19;36172.93;19;36172.93;0;0;0
71;523590334;POM.KONT;3VA9988-0AA12;;;kom;101800;1;813.56;0;0;0;0;1;813.56;813.56
71;523590335;OSIGURAC;3VA1180-4EE36-0AA0;;;kom;101800;2;20970.28;0;0;0;0;2;20970.28;10485.14
71;523900568;POKLOPAC KON;ZP PT 1-1;;;kom;101800;0;0;5;1075.75;5;1075.75;0;0;0
71;523900577;ZAPTIVNI POK;PZP PT 1-1;;;kom;101800;0;0;2;325;2;325;0;0;0
71;523900633;POKLOPAC KON;ZP PT 00-3;;;kom;101800;0;0;12;5093.4;12;5093.4;0;0;0
71;523900634;POKLOPAC KON;PZP PT 00-3;;;kom;101800;0;0;12;1684.8;12;1684.8;0;0;0
71;525300557;REFLEKTOR LE;30W;;;kom;101800;1;1070;0;0;0;0;1;1070;1070
71;525600109;UMETAK TOPLJ;DII UQ 20A;;;kom;101800;2;55762;0;0;2;55762;0;0;0
71;526200748;ORMAN RAZVOD;;;;kom;101800;0;0;29;259347;29;259347;0;0;0
71;526200749;POSTOLJE KB-;P606020;;;kom;101800;0;0;29;501671;29;501671;0;0;0
71;526300513;VRATA METALN;1000x2115;;;kom;101000;0;0;1;65108;1;65108;0;0;0
71;526300514;VRATA METALN;1000x2095;;;kom;101000;0;0;2;130216;2;130216;0;0;0
71;526900240;DRZAC ZA DOK;PVC uspravni;;;kom;101800;1;1005.3;0;0;0;0;1;1005.3;1005.3
71;532000006;IZOLIR TRAKA;zeleno-zuta;;;kom;101800;1;33.02;0;0;0;0;1;33.02;33.02
71;551100135;GREJAC;SK 3105.370;;;kom;101801;2;20824.73;0;0;0;0;2;20824.73;10412.37
71;551900028;GREJALICA RE;2000W;;;kom;101800;1;4012.5;0;0;0;0;1;4012.5;4012.5
71;551900166;KLIMATIZER;CBG02OYE01;;;kom;101010;0;0;1;904260.35;1;904260.35;0;0;0
71;551900167;KLIMATIZER;CBT103YT01;;;kom;101010;0;0;1;1646831.75;1;1646831.75;0;0;0
71;551900168;KLIMATIZER;CMD352YT01,CMDKITA0001;;;kom;101010;0;0;1;810840.07;1;810840.07;0;0;0
71;551900169;KLIMATIZER;CBR602YEOO;;;kom;101010;0;0;1;1364175.54;1;1364175.54;0;0;0
71;551900170;KLIMATIZER;CWD602YK01 EVAPORANTA;;;kom;101010;0;0;1;610824.87;1;610824.87;0;0;0
71;551900171;KLIMATIZER;008ACCO10;;;kom;101010;0;0;1;263493.08;1;263493.08;0;0;0
71;552100083;DAVAC POLUZN;KY-701 Y2;;;kom;101801;7;45270.07;0;0;0;0;7;45270.07;6467.15
71;552100084;DAVAC POLUZN;KY-703 Y2;;;kom;101801;20;176377.04;0;0;0;0;20;176377.04;8818.85
71;552100092;PRETVARAC FR;6SL 3210-1PE21-4ALO;;;kom;101800;2;131908;0;0;2;131908;0;0;0
71;555100089;EL.KALEM;TKP-400 110V PB;;;kom;101801;2;142269.86;0;0;0;0;2;142269.86;71134.93
71;561700091;ETERNET SVIC;EX 33160-008;;;kom;101800;0;0;2;46172;2;46172;0;0;0
71;565100329;MEMOR.KARTIC;6ES 7954-8LLO3-OAAO;;;kom;101800;0;0;1;45129.84;1;45129.84;0;0;0
71;565100330;KOMUNIKAC.KA;SI-EP3;;;kom;101800;0;0;25;350040.18;25;350040.18;0;0;0
71;565100340;KARTICA;6ES 7954-8LC03-0AA0;;;kom;101800;0;0;1;3904.44;1;3904.44;0;0;0
71;567200038;MONTAZNA SIN;6ES 7590-1AB60-OAAO;;;kom;101800;0;0;2;4072.32;2;4072.32;0;0;0
71;567200041;PROCESOR;6GK7542-5X00-0XE0;;;kom;101800;0;0;1;115171.97;1;115171.97;0;0;0
71;567200042;PROCESOR;6ES 7515-2AM02-0AB0;;;kom;101800;0;0;1;252455.28;1;252455.28;0;0;0
71;568200528;MODUL;6SL 3054-4AGOO-2AA0-2;;;kom;101800;7;79576;0;0;7;79576;0;0;0
71;568200605;UPRAVLJACKA;V64.1D-03Z-A110;;;kom;101800;1;74696.87;0;0;0;0;1;74696.87;74696.87
71;568200664;MODUL;6ES 7193-6AROO-OAAO;;;kom;101800;0;0;3;17085.6;3;17085.6;0;0;0
71;568200666;MODUL;6ES 7155-6AUO1-OBNO;;;kom;101800;0;0;3;74788.56;3;74788.56;0;0;0
71;568200668;DIGIT.IZLAZN;6ES 7132-6BH01-OBAO;;;kom;101800;0;0;2;20380.08;2;20380.08;0;0;0
71;568200669;ANAL.ULAZNI;6ES 7134-6GFOO-OAA1;;;kom;101800;0;0;1;23405.76;1;23405.76;0;0;0
71;568200704;SIMATIC;6ES 7134-6JF00-0CA1;;;kom;101800;1;27303.07;0;0;0;0;1;27303.07;27303.07
71;568200719;MODUL;6ES 7521-1BL00-0AB0;;;kom;101800;0;0;1;80782.53;1;80782.53;0;0;0
71;568200789;KONEKTOR;6ES 7592-1AMOO-OXBO;;;kom;101800;0;0;1;5481.38;1;5481.38;0;0;0
71;568200790;KONTROLER;6ES 7511-1AK02-OABO;;;kom;101800;0;0;1;42369.19;1;42369.19;0;0;0
71;568200791;MODUL;6ES 7522-1BL10-OAAO;;;kom;101800;0;0;1;40495.37;1;40495.37;0;0;0
71;568200792;SWITCH;6GK 5005-OBAOO-1AB2;;;kom;101800;0;0;1;2121.87;1;2121.87;0;0;0
71;568900264;OPERATOR;6SL 3255-OAAOO-4CA1;;;kom;101800;2;8330;0;0;2;8330;0;0;0
71;568900344;REGULATOR;6SL 3246-0BA22-1FA0;;;kom;101800;2;108584;0;0;2;108584;0;0;0
71;568900347;OPERATOR PAV;6AV2123-2DBO3-OAXO;;;kom;101800;0;0;1;13012.65;1;13012.65;0;0;0
71;568900389;MODUL;6AV2124-6JJ00-0AX0;;;gar;101800;0;0;1;10281.6;1;10281.6;0;0;0
71;568900770;REGULATOR;CIPR-GA70C4018BBA;;;kom;101800;0;0;2;144477.58;2;144477.58;0;0;0
71;569100046;SENZOR PRITI;MBS1700;;;kom;101800;1;7729.56;0;0;0;0;1;7729.56;7729.56
71;569100090;PRIKLJUCAK S;1907;;;kom;101800;1;23311.21;0;0;0;0;1;23311.21;23311.21
71;712430004;FOR 3 EP;;;;kg;102000;48;22836;0;0;0;0;48;22836;475.75
71;732300038;REZISTOL EHS;;;;l;101600;0;0;240;301440;240;301440;0;0;0
71;732300039;KATALIZATOR;EHS-MIOX;;;l;101600;0;0;56;70336;56;70336;0;0;0
71;734200006;REZISTOL  ZN;A;;;l;101600;0;0;99.6;187746;99.6;187746;0;0;0
71;734800044;REZISTOL EMA;2K PURRAL 7001 mix;;;l;101600;0;0;80.35;124542.5;80.35;124542.5;0;0;0
71;734800067;KATALIZATOR;2K-PUR 2/3l;;;l;101600;0;0;27.6;48737;27.6;48737;0;0;0
71;734800116;REZISTOL EMA;2K PUR 1007 A;;;l;101600;0;0;118.09;226732.8;118.09;226732.8;0;0;0
71;734900007;TERMODUR 600;;;;kg;101600;0;0;75;158475;0;0;75;158475;2113
71;741130003;RAZREDJIVAC;ZA TERMOKSAL 500-600;;;l;101600;0;0;20;9060;20;9060;0;0;0
71;741220004;RAZREDJIVAC;;;;l;101600;0;0;300;133620;300;133620;0;0;0
71;742100001;RAZREDJIVAC;NITRO;;;l;101600;0;0;100;38600;100;38600;0;0;0
71;742200001;RAZREDJIVAC;(benzin za odmascivanj;;;l;101600;0;0;200;72400;200;72400;0;0;0
71;751300006;EPOKSI KOM.A;LOKTAJD;;;kom;101600;1;6300;0;0;0;0;1;6300;6300
71;751900007;METAL PRAJME;TRS 700ml;;;kom;101600;1;5600;0;0;0;0;1;5600;5600
71;752100009;SIKAFLEX;sivi;;;kom;101600;0;0;2;4950;2;4950;0;0;0
71;752100014;SILIKON SIVI;PARABOND;;;kom;101000;5;5875.93;0;0;0;0;5;5875.93;1175.19
71;752200007;LOKTAJT 243;;;;kom;101600;3;53400;0;0;3;53400;0;0;0
71;752200015;LOKTAJT 574;574(GM10);;;kom;101600;10;150000;0;0;10;150000;0;0;0
71;752200018;LOKTAJT   63;638;;;kom;101600;1;4600;0;0;1;4600;0;0;0
78;111110027;LIM;2x1500x3000;S235J2+N;;kg;101000;360;52285.07;0;0;360;52285.07;0;0;0
78;111120327;LIM;15x2000x12000;P355NL2;;kg;101010;2400;329314.1;0;0;0;0;2400;329314.1;137.21
78;111120398;LIM;10x2000x6000;S355J2G3;;kg;101010;3840;559994.75;0;0;3390;494370.36;450;65624.39;145.83
78;111120574;LIM;100x2000x3000;P355NL2;;kg;101010;3727;465035.5;0;0;0;0;3727;465035.5;124.77
78;111120650;LIM;110x2000x3000;P355NL2;;kg;101010;5368;747035.16;0;0;0;0;5368;747035.16;139.16
78;111120787;LIM;80x2000x4000;S355J2G3;;kg;101010;5145;829532.4;0;0;5145;829532.4;0;0;0
78;111120810;LIM;8x1500x3000;X6CiNiTi18-10;;kg;101010;2587;1916081.89;0;0;0;0;2587;1916081.89;740.66
78;111121075;LIM;50x2000x6000;09G2S-12;;kg;101010;14130;1094831.3;0;0;0;0;14130;1094831.3;77.48
78;111121165;LIM;25x2000x12000;09G2S12;;kg;101010;7095;528116.42;0;0;0;0;7095;528116.42;74.44
78;111121167;LIM;35x2000x6000;09G2S1;;kg;101010;164;12075.92;0;0;164;12075.92;0;0;0
78;111121418;LIM;35x2000x3000;C45+N;;kg;101010;1000;98292.85;0;0;0;0;1000;98292.85;98.29
78;111121436;LIM;120x2000x3000;S355J2;;kg;101010;11900;2770610.38;0;0;5135;1195553.3;6765;1575057.08;232.82
78;111121512;LIM;4x2000x6000;S235J2+N;;kg;101010;1925;465821.17;0;0;385;93164.25;1540;372656.92;241.99
78;111121817;LIM;16x2000x6000;09G2C-12;;kg;101010;5058;927656.02;0;0;0;0;5058;927656.02;183.4
78;111121946;LIM;18x2000x12000;09G2S-12;;kg;101010;3391;249696.39;0;0;0;0;3391;249696.39;73.64
78;111121950;LIM;10x2000x8000;09G2S-12;;kg;101010;2526;463255.86;0;0;0;0;2526;463255.86;183.4
78;111122280;LIM;30x2000x9000;09G2S;;kg;101010;13665;1006245.02;0;0;0;0;13665;1006245.02;73.64
78;111122376;LIM;70x2000x6000;P355NL2+N;;kg;101010;6720;785375.65;0;0;0;0;6720;785375.65;116.87
78;111122378;LIM;190x2000x2000;P355NL2;;kg;101010;1056;152731.36;0;0;0;0;1056;152731.36;144.63
78;111122379;LIM;50x1000x2020;C45;;kg;101010;826;86657.34;0;0;81;8497.87;745;78159.47;104.91
78;111122380;LIM;180x1000x2000;C45;;kg;101010;2944;434057.02;0;0;0;0;2944;434057.02;147.44
78;111122382;LIM;120x2000x2000;42CRMO4V;;kg;101010;3004;453732.49;0;0;0;0;3004;453732.49;151.04
78;111122394;LIM;80x2000x6000;P355NL2;;kg;101010;7684;938704.94;0;0;0;0;7684;938704.94;122.16
78;111122406;LIM;45x2000x2250;S355J2+N;;kg;101010;269;41183.21;0;0;269;41183.21;0;0;0
78;111122407;LIM;45x2250x6000;S355J2+N;;kg;101010;4860;744044.64;0;0;0;0;4860;744044.64;153.1
78;111122409;LIM;220x2420x1500;S355J2+N;;kg;101010;1765;335345.95;0;0;0;0;1765;335345.95;190
78;111122477;LIM;fi 10x1500x4000;X6CiNiTi18-10;;kg;101010;480;413784.81;0;0;0;0;480;413784.81;862.05
78;111122482;LIM;8x2000x6000;400HB;;kg;101010;768;207755.58;0;0;0;0;768;207755.58;270.52
78;111122483;LIM;20x2000x2000;400HB;;kg;101010;582;145861.32;0;0;174;43608.03;408;102253.29;250.62
78;111200015;LIM -SUZA;3/4x1500x3000;S235JRG2;;kg;101000;243;61754.89;0;0;122;31004.51;121;30750.38;254.14
78;111200050;LIM;fi 2x1250x3000;C.0146;;kg;101000;60;14387.22;0;0;60;14387.23;0;-0.01;0
78;111710027;LIM;0.7x1250xl   (RAL 9006;;;kg;101000;0;0;14;2737;14;2737;0;0;0
78;111710040;LIM POC.;0.7x1000x2000;ZN;;kom;101000;0;0;11.2;2189.6;11.2;2189.6;0;0;0
78;112110007;OKRUGLI;fi  12;C 45 E;;kg;101000;1;212.4;0;0;0;0;1;212.4;212.4
78;112110009;OKRUGLI;fi  14;S235J2+N;;kg;101000;33;3234;0;0;0;0;33;3234;98
78;112110016;OKRUGLI;fi  20;S235J2G3;;kg;101000;19;2261.76;0;0;8;952.32;11;1309.44;119.04
78;112110019;OKRUGLI;fi  20;C.1531;;kg;101000;1.5;318.6;0;0;1.5;318.6;0;0;0
78;112110025;OKRUGLI;fi  30;C.1531  CK 45;;kg;101000;0;0;70;16296;70;16296;0;0;0
78;112110028;OKRUGLI;fi  35;C.1531;;kg;101000;0;0;45;10476;45;10476;0;0;0
78;112110144;OKRUGLI;fi 240;42CRMOS4;;kg;101010;359;50280.84;0;0;0;0;359;50280.84;140.06
78;112110164;OKRUGLI;fi 290;42CRMOS4;;kg;101010;251.8;57947.8;0;0;251.8;57947.8;0;0;0
78;112110184;OKRUGLI;fi 370;42CRMO4V;;kg;101010;244;39030.56;0;0;0;0;244;39030.56;159.96
78;112110266;OKRUGLI;fi 200;C45E;;kg;101000;117;25552.8;0;0;0;0;117;25552.8;218.4
78;112110273;OKRUGLI;fi 350;C.45E;;kg;101010;418;91512.28;0;0;0;0;418;91512.28;218.93
78;112110286;OKRUGLI;fi 150;S355J2G3;;kg;101000;432;94348.8;0;0;125;27300;307;67048.8;218.4
78;112110335;OKRUGLI;fi 390;42CRMOS4;;kg;101010;1156;228183.42;0;0;860;169755.83;296;58427.59;197.39
78;112110340;OKRUGLI;fi 280;20MNCRS5;;kg;101010;1286;208288.35;0;0;1247;201971.67;39;6316.68;161.97
78;112110355;OKRUGLI;fi 310;20MNCRS5B;;kg;101010;833;218759.45;0;0;0;0;833;218759.45;262.62
78;112110357;OKRUGLI;fi 450;20MNCR5 C.4321;;kg;101010;585;102111.83;0;0;585;102111.83;0;0;0
78;112110393;OKRUGLI;fi 180;42CRMOS4;;kg;101010;90;16934;0;0;40;7526.22;50;9407.78;188.16
78;112110398;OKRUGLI;fi  70;42CRMO4V;;kg;101010;380;56660.42;0;0;36;5367.83;344;51292.59;149.11
78;112110440;OKRUGLI;fi 210;42CRMOS4;;kg;101010;492;101469.93;0;0;0;0;492;101469.93;206.24
78;112110518;OKRUGLI;fi 140;18CRNIMO7-6;;kg;101010;238;103616.77;0;0;0;0;238;103616.77;435.36
78;112110519;OKRUGLI;fi 250;S355J2G3;;kg;101000;259;25884.46;0;0;0;0;259;25884.46;99.94
78;112110619;OKRUGLI;fi 230;18CRNIMO7-6;;kg;101010;179;121317.2;0;0;0;0;179;121317.2;677.75
78;112110630;OKRUGLI;fi 170;42CRMOS4+QT;;kg;101010;70;15184.83;0;0;70;15184.83;0;0;0
78;112110658;OKRUGLI;fi 300;S355J2G3;;kg;101010;256;27650.77;0;0;0;0;256;27650.77;108.01
78;112110726;OKRUGLI;fi 525;18CRNIMO7-6;;kg;101010;317;136378.24;0;0;317;136378.24;0;0;0
78;112110812;OKRUGLI;fi 130;X6CiNiTi18-10;;kg;101010;117;156283.46;0;0;0;0;117;156283.46;1335.76
78;112110823;OKRUGLI;fi 190;18CRNIMO7-6;;kg;101010;570;248157.22;0;0;0;0;570;248157.22;435.36
78;112110827;OKRUGLI;fi 130;18CRNIMO7-6;;kg;101010;170;63031.27;0;0;20;7415.44;150;55615.83;370.77
78;112110853;OKRUGLI;fi 150;42CRMO4V;;kg;101000;119;35497;0;0;50;14914.71;69;20582.29;298.29
78;112110942;OKRUGLI;fi 380;18CRNIMO7-6;;kg;101010;910;229635.56;0;0;0;0;910;229635.56;252.35
78;112110974;OKRUGLI;fi 220;S355J2+AR;;kg;101010;347;68030.59;0;0;0;0;347;68030.59;196.05
78;112110989;OKRUGLI;fi 680;42CRMOS4V;;kg;101010;1476;444281.95;0;0;0;0;1476;444281.95;301
78;112110997;OKRUGLI;fi 400;S355J2+N;;kg;101010;1116;161534.47;0;0;0;0;1116;161534.47;144.74
78;112111033;OKRUGLI;fi 400;25CRMO4;;kg;101010;426;84810.99;0;0;0;0;426;84810.99;199.09
78;112111052;OKRUGLI;fi 260;S355J2;;kg;101010;440;72175.12;0;0;0;0;440;72175.12;164.03
78;112111066;OKRUGLI;fi  75;1530 (C45);;kg;101010;169;19268.48;0;0;169;19268.48;0;0;0
78;112111076;OKRUGLI;fi 160;18CRNIMO7-6;;kg;101010;165;71835.17;0;0;0;0;165;71835.17;435.36
78;112111083;OGRUGLI;fi  60;S235;;kg;101000;134;15008;0;0;134;15008;0;0;0
78;112111105;OKRUGLI;fi 280;18CRNIMO7-6;;kg;101010;59;48207.71;0;0;0;0;59;48207.71;817.08
78;112111124;OKRUGLI;fi 210;S355J2+ARGEM;;kg;101010;220;41768.34;0;0;220;41768.34;0;0;0
78;112111164;OKRUGLI;fi   8;S235;;kg;101000;19;2318;0;0;2;244;17;2074;122
78;112111185;OKRUGLI;fi 500;42CRMOS4+QT;;kg;101010;1936;301696.66;0;0;0;0;1936;301696.66;155.84
78;112111189;OKRUGLI;fi 300;42CRMOS4+QT;;kg;101010;435;58904.75;0;0;0;0;435;58904.75;135.41
78;112111192;OKRUGLI;fi 110;C45E+AR;;kg;101010;1990;269035.18;0;0;1011;136680.69;979;132354.49;135.19
78;112111195;OKRUGLI;fi 220;C45E+AR;;kg;101010;855;167628.32;0;0;0;0;855;167628.32;196.06
78;112111197;OKRUGLI;fi 410;C 45E;;kg;101010;192;43325.16;0;0;192;43325.16;0;0;0
78;112111205;OKRUGLI;fi 440;C45E;;kg;101000;2183;284948.41;0;0;0;0;2183;284948.41;130.53
78;112111259;OKRUGLI;fi 160;C45E+AR;;kg;101010;478;107954.09;0;0;251;56687.18;227;51266.91;225.85
78;112111268;OKRUGLI;fi 300;C 45;;kg;101010;2233;301286.31;0;0;976;131686.27;1257;169600.04;134.92
78;112111270;OKRUGLI;fi 430;42CRMO4+QT;;kg;101010;1420;220690.04;0;0;0;0;1420;220690.04;155.42
78;112112081;OKRUGLI;fi 150;20MNCRS5+A;;kg;101010;48;10771.13;0;0;48;10771.13;0;0;0
78;112112125;OKRUGLI;fi 200;C45E+AR;;kg;101010;613.5;61175.86;0;0;0;0;613.5;61175.86;99.72
78;112112126;OKRUGLI;fi 360;C45E;;kg;101010;770;104270.57;0;0;770;104270.57;0;0;0
78;112112127;OKRUGLI;fi 600;42CRMOS4+QT;;kg;101010;1120;328447.86;0;0;1120;328447.86;0;0;0
78;112112134;OKRUGLI;fi 170;C45E+AR;;kg;101010;29;2832.8;0;0;29;2832.8;0;0;0
78;112112258;OKRUGLI;fi 70;51CRV4;;kg;101010;290;181970.57;0;0;0;0;290;181970.57;627.48
78;112112299;OKRUGLI;fi 45;42CRMOS4+QT;;kom;101010;144;28142.8;0;0;144;28142.8;0;0;0
78;112112302;OKRUGLI;fi 650;42CRMOS4+QT;;kg;101010;320;95550.42;0;0;0;0;320;95550.42;298.6
78;112112304;OKRUGLI;fi 775;42CRMO4+QT;;kg;101010;605;180647.4;0;0;0;0;605;180647.4;298.59
78;112112329;OKRUGLI;fi 370;18CRNIMO7-6;;kom;101010;1;1261853.25;0;0;1;1261853.25;0;0;0
78;112112335;OKRUGLI;fi 490;42CRMO4+QT;;kg;101010;0;0;7130;1960521.69;7130;1960521.69;0;0;0
78;112112337;OKRUGLI;fi 22;C.4732;;kg;101000;0;0;37;8613.6;22;5121.6;15;3492;232.8
78;112930292;GRIF PLATNO;3x35x35x1000x2000;;;m2;101000;32;18339.98;0;0;0;0;32;18339.98;573.12
78;112930297;ISTEGNUTI ME;62/42/3/5x1000x2000;S235;;kom;101000;1;5559.04;0;0;0;0;1;5559.04;5559.04
78;115110010;UGAONIK;L 100 x100 x10;S355J2+M S355J2;;kg;101000;1193;169073.11;0;0;777;110117.19;416;58955.92;141.72
78;115110014;UGAONIK;L  70 x 70 x 7;S235J2G3;;kg;101000;454;100406.64;0;0;0;0;454;100406.64;221.16
78;115110028;UGAONIK;L 120 x120 x12;S355J2G3;;kg;101000;1094;156989;0;0;479;68736.5;615;88252.5;143.5
78;115110032;UGAONIK;L  60 x 60 x 6;S235J2G3;;kg;101000;0;0;201;28306.83;162;22814.46;39;5492.37;140.83
78;115110069;UGAONIK;L  40 x 40 x 4;S235J2+N;;kg;101000;0;0;105;14787.15;105;14787.15;0;0;0
78;115110076;UGAONIK;L  30 x 30 x 3;S235J2+N;;kg;101000;3;378.5;0;0;3;378.5;0;0;0
78;115111115;UGAONIK;L 50x50x4;S235;;kg;101000;78;12831;0;0;78;12831;0;0;0
78;115111119;UGAONIK;L 160x160x14;S355J2;;kg;101010;0;0;810;150549.14;810;150549.14;0;0;0
78;115120038;UGAONIK;L 150 x 90 x10;S355J2G3;;kg;101010;1078;111246.92;0;0;0;0;1078;111246.92;103.2
78;115120041;UGAONIK;L 150 x 75 x 9;S355J2G3;;kg;101010;356;71919.86;0;0;0;0;356;71919.86;202.02
78;115120043;UGAONIK;L  80 x 65 x 8;S355J2G3;;kg;101010;107;23735.25;0;0;107;23735.25;0;0;0
78;115121127;UGAONIK;L 100x65x11;S355J2;;kg;101010;0;0;470;75306.62;418;66974.82;52;8331.8;160.23
78;115220015;NOSAC UNP;120;S355J2G3;;kg;101000;640;178790.37;0;0;640;178790.37;0;0;0
78;115220027;NOSAC UNP*;180x;S355J2G3;;kg;101010;737;149430.51;0;0;210;42578.58;527;106851.93;202.76
78;115220035;NOSAC UNP;240;S235J2G3;;kg;101000;0;0;425;56312.5;425;56312.5;0;0;0
78;115220058;NOSAC UNP;160;S355J2+N;;kg;101000;278;70056;0;0;278;70056;0;0;0
78;115220068;NOSAC UNP;100;S355J2G3;;kg;101000;355;52642.89;0;0;355;52642.89;0;0;0
78;115220069;NOSAC UNP;80;S355J2G3;;kg;101010;191;16339.04;0;0;191;16339.04;0;0;0
78;115240044;NOSAC HEB;300;S355J2G3;;kg;101000;382;103557.49;0;0;0;0;382;103557.49;271.09
78;115240079;NOSAC HEB;160;S355J2+M;;kg;101000;260;36530;0;0;144;20232;116;16298;140.5
78;115240108;NOSAC HEA;160;S355J2;;kg;101000;2113;296876.5;0;0;94;13207;2019;283669.5;140.5
78;115240135;NOSAC HEB;120;S275JR;;kg;101000;222;41913.6;0;0;0;0;222;41913.6;188.8
78;116110199;CEV BESAVNA;fi   8    x  1;ST35NBK;;m;101000;3;569.7;0;0;3;569.7;0;0;0
78;116110227;CEV BESAVNA;fi   6.00 x  1.00;ST 35NBK;;kg;101000;1.5;891;0;0;0;0;1.5;891;594
78;116110243;CEV BESAVNA;fi  33.70 x  2.90;S235J2;;kg;101000;168;19740;0;0;168;19740;0;0;0
78;116110244;CEV BESAVNA;fi  21.30 x  2.50;S235J2;;kg;101000;173;21538.5;0;0;118;14691;55;6847.5;124.5
78;116110344;CEV BESAVNA;fi   8.00 x  1.50;ST 35NBK;;kg;101000;0;0;4.5;4040.52;4.5;4040.52;0;0;0
78;116110350;CEV BESAVNA;fi 168.30 x 25.00;S355J2H;;m;101010;3.9;160069.45;0;0;0;0;3.9;160069.45;41043.45
78;116112003;CEV BESAVNA;fi   8.00 x  1.00;ST.35NBK;;kg;101000;0;0;6.01;1141.3;6.01;1141.3;0;0;0
78;116112145;CEV BESAVNA;fi   42.4 x  2.9;S235;;kg;101010;27;4256.92;0;0;0;0;27;4256.92;157.66
78;116112341;CEV BESAVNA;fi 355,6x10;E355/S355;;kg;101000;168;44755.2;0;0;0;0;168;44755.2;266.4
78;116112343;CEV BESAVNA;fi 298,5x8;E355/S355;;kg;101010;11;1912.42;0;0;0;0;11;1912.42;173.86
78;116112370;CEV BESAVNA;fi 42,4x2,6;S235;;kg;101000;19;3458;0;0;0;0;19;3458;182
78;116112381;CEV BESAVNA;fi 323.9x22.2;S355;;kg;101010;227;39464.5;0;0;0;0;227;39464.5;173.85
78;116112413;CEV BESAVNA;fi 60.3x3.2;S235;;kg;101000;26;3848;0;0;0;0;26;3848;148
78;116112445;CEV BESAVNA;fi 114,3x5;S275J2H;;kg;101000;27;3213;0;0;0;0;27;3213;119
78;116112446;CEV BESAVNA;fi 273x28;S355J2H;;kg;101000;302;39562;0;0;0;0;302;39562;131
78;116112448;CEV BESAVNA;fi 219.1x25;E355/S355;;kg;101010;54;9148.14;0;0;0;0;54;9148.14;169.41
78;116112455;CEV BESAVNA;fi 10x1,5;HVVN;;kom;101000;110;93225;0;0;70;59325;40;33900;847.5
78;116112486;CEV BESAVNA;323.9x16;S355J2H;;kg;101010;187;67538.86;0;0;0;0;187;67538.86;361.17
78;116112487;CEV BESAVNA;323.9x12.5;S355J2H;;kg;101010;646;210506.24;0;0;0;0;646;210506.24;325.86
78;116112493;CEV BESAVNA;fi 101.6 x 10;S235J2;;m;101010;19.6;93918.04;0;0;4;19166.95;15.6;74751.09;4791.74
78;116112495;BESAVNA CEV;fi 21.34x4,78;C.4580;;kg;101000;21;46443.6;0;0;0;0;21;46443.6;2211.6
78;116112500;CEV BESAVNA;fi 21.3x3.2;P235TR2;;m;101000;6.08;2760.32;0;0;6.08;2760.32;0;0;0
78;116112501;CEV BESAVNA;fi 15x1.5;ST 35NBK;;m;101000;6.01;1725.47;0;0;6.01;1725.47;0;0;0
78;116120203;CEV SAVNA;fi 17,2x2;S235JRH;;kg;101000;47;7755;0;0;0;0;47;7755;165
78;116210044;CEV KVADRATN;60x60x4;S235J2+N;;kg;101000;30;4539.6;0;0;12;1815.84;18;2723.76;151.32
78;116210048;CEV KVADRATN;50x50x4;S235J2+N;;kg;101000;219;30112.5;0;0;219;30112.5;0;0;0
78;116210101;CEV KVADRATN;120x120x4;S235J2;;kg;101000;825;144916.15;0;0;0;0;825;144916.15;175.66
78;116210106;CEV KVADRATN;80x80x5;S355J2;;m;101010;9;23452.35;0;0;0;0;9;23452.35;2605.82
78;116210192;CEV KVADRATN;140x140x8;S355J2H;;m;101010;2;15237.97;0;0;0;0;2;15237.97;7618.99
78;116210211;CEV KVADRATN;100x3.8;S235;;kg;101000;100;15132;0;0;0;0;100;15132;151.32
78;116210212;CEV KVADRATN;90x90x5;S355J2;;m;101010;3.4;6228.43;0;0;0;0;3.4;6228.43;1831.89
